State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
NEVADA,CLARK,2017-33,ISRAEL,WOLFSON,NARCOTICS,WC,D,42797.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,8,125,37,1500.0,1500.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2017-34,ISRAEL,WOLFSON,NARCOTICS,WC,D,42800.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,35,184,29,,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-35,ISRAEL,WOLFSON,NARCOTICS,WC,D,42802.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,8,109,37,26500.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-36,ISRAEL,WOLFSON,NARCOTICS,WC,D,42803.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,18,97,28,31284.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-37,ISRAEL,WOLFSON,NARCOTICS,WC,D,42802.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,12.0,22,361,198,27000.0,1500.0,2.0,0.0,0.0,0.0,0.0,2.0,,
NEVADA,CLARK,2017-38,ISRAEL,DRINKWATER,NARCOTICS,"WC,OM,TX",D,42822.0,30.0,0.0,30.0,INSTALLED AND USED,11.0,54.0,,599,94,,,15.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-39,ISRAEL,HICKS,DRUGS - ILLEGAL,WC,D,42822.0,30.0,0.0,30.0,INSTALLED AND USED,11.0,54.0,,599,94,,,15.0,,,,,,,
NEVADA,CLARK,2017-40,KEPHART,WOLFSON,NARCOTICS,WC,D,42808.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,89,302,103,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-41,ISRAEL,HICKS,DRUGS - ILLEGAL,WC,D,42802.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,96.0,,"2,894",119,,,1.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-42,STURMAN,WOLFSON,NARCOTICS,WC,D,42814.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,6,64,24,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-43,WIESE,WOLFSON,NARCOTICS,WC,D,42815.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,25700.0,1700.0,1.0,0.0,,,,0.0,,
NEVADA,CLARK,2017-44,ALLF,WOLFSON,NARCOTICS,WC,D,42815.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,11.0,41,357,217,26500.0,1000.0,2.0,0.0,0.0,0.0,0.0,2.0,,
NEVADA,CLARK,2017-45,ISRAEL,WOLFSON,NARCOTICS,WC,D,42822.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,11.0,47,335,201,26500.0,1000.0,2.0,0.0,0.0,0.0,0.0,2.0,,
NEVADA,CLARK,2017-46,ISRAEL,WOLFSON,NARCOTICS,WC,D,42822.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,11.0,24,336,214,27000.0,1500.0,3.0,0.0,0.0,0.0,0.0,3.0,,
NEVADA,CLARK,2017-47,STURMAN,WOLFSON,NARCOTICS,WC,D,42831.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,11,186,67,1500.0,1500.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2017-48,STURMAN,WOLFSON,NARCOTICS,WC,D,42831.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,9,127,48,27000.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-49,ALLF,WOLFSON,NARCOTICS,WC,D,42873.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,27,237,112,27000.0,1500.0,3.0,0.0,0.0,0.0,0.0,3.0,,
NEVADA,CLARK,2017-50,ISRAEL,WOLFSON,NARCOTICS,WC,D,42860.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,,,,,18140.0,1340.0,1.0,0.0,,,,1.0,,
NEVADA,CLARK,2017-51,ALLF,WOLFSON,NARCOTICS,WC,D,42852.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,6,87,55,26500.0,1500.0,4.0,0.0,0.0,0.0,0.0,4.0,,
NEVADA,CLARK,2017-52,ALLF,WOLFSON,NARCOTICS,WC,D,42852.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,23,219,137,1500.0,1500.0,6.0,0.0,0.0,0.0,0.0,6.0,,
NEVADA,CLARK,2017-53,ALLF,WOLFSON,NARCOTICS,WC,D,42852.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,12.0,25,362,327,26500.0,1500.0,8.0,0.0,0.0,0.0,0.0,8.0,,
NEVADA,CLARK,2017-54,ALLF,WOLFSON,NARCOTICS,WC,D,42864.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,19.0,87,597,368,1000.0,1000.0,5.0,0.0,0.0,0.0,0.0,5.0,,
NEVADA,CLARK,2017-55,ALLF,WOLFSON,NARCOTICS,WC,D,42864.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,40.0,78,"1,202",443,30000.0,30000.0,2.0,0.0,,,,,,
NEVADA,CLARK,2017-56,ALLF,WOLFSON,NARCOTICS,WC,D,42873.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,11,113,36,1500.0,1500.0,2.0,0.0,0.0,0.0,0.0,2.0,,
NEVADA,CLARK,2017-57,JONES,WOLFSON,NARCOTICS,WC,D,42879.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,40.0,78,"1,202",443,,30000.0,2.0,,,,,,,
NEVADA,CLARK,2017-58,JONES,WOLFSON,NARCOTICS,WC,D,42879.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,40.0,78,"1,202",443,,30000.0,2.0,0.0,,,,,,
NEVADA,CLARK,2017-59,ALLF,WOLFSON,NARCOTICS,WC,D,42891.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,21.0,33,657,327,26500.0,1500.0,13.0,0.0,0.0,0.0,0.0,9.0,,
NEVADA,CLARK,2017-60,JOHNSON,WOLFSON,NARCOTICS,WC,D,42913.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,18,221,68,,1500.0,,,,,,,,
NEVADA,CLARK,2017-61,ALLF,WOLFSON,NARCOTICS,WC,D,42915.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,18.0,32,554,109,26000.0,1000.0,8.0,0.0,0.0,0.0,0.0,8.0,,
NEVADA,CLARK,2017-62,ALLF,WOLFSON,NARCOTICS,WC,D,42915.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,12,117,61,1500.0,1500.0,9.0,0.0,0.0,0.0,0.0,9.0,,
NEVADA,CLARK,2017-63,ALLF,WOLFSON,NARCOTICS,WC,D,42864.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,9.0,38,851,452,53000.0,3000.0,8.0,0.0,0.0,0.0,0.0,8.0,,
NEVADA,CLARK,2017-64,ISRAEL,WOLFSON,NARCOTICS,WC,D,42929.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,16,112,38,26000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-65,ISRAEL,WOLFSON,NARCOTICS,WC,D,42958.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,17.0,41,337,48,29267.0,1700.0,,,,,,,,
NEVADA,CLARK,2017-66,ISRAEL,WOLFSON,NARCOTICS,WC,D,42969.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,17.0,41,337,48,29267.0,1700.0,,,,,,,,
NEVADA,CLARK,2017-67,ISRAEL,WOLFSON,NARCOTICS,WC,D,42949.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,6.0,11,137,83,,1000.0,3.0,,,,,,,
NEVADA,CLARK,2017-68,ISRAEL,WOLFSON,NARCOTICS,WC,D,42943.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,21.0,48,632,368,25850.0,850.0,6.0,0.0,0.0,0.0,0.0,6.0,,
NEVADA,CLARK,2017-69,ISRAEL,WOLFSON,NARCOTICS,WC,D,42943.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,13.0,62,397,257,,1500.0,7.0,,,,,,,
NEVADA,CLARK,2017-70,ISRAEL,WOLFSON,NARCOTICS,WC,D,42943.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,13.0,62,397,257,,1500.0,7.0,,,,,,,
NEVADA,CLARK,2017-71,ISRAEL,WOLFSON,NARCOTICS,WC,D,42943.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,11.0,42,339,189,26500.0,1500.0,1.0,,,,,,,
NEVADA,CLARK,2017-72,ISRAEL,WOLFSON,NARCOTICS,WC,D,42949.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,11,127,63,26000.0,1000.0,6.0,,,,,,,
NEVADA,CLARK,2017-73,ISRAEL,WOLFSON,NARCOTICS,WC,D,42943.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,11,127,63,26000.0,1000.0,6.0,,,,,,,
NEVADA,CLARK,2017-74,ISRAEL,WOLFSON,NARCOTICS,WC,D,42958.0,30.0,0.0,30.0,INSTALLED AND USED,27.0,23.0,26,626,88,29123.0,625.0,,,,,,,,
NEVADA,CLARK,2017-75,CROCKETT,WOLFSON,NARCOTICS,WC,D,42976.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,,,,,13100.0,1100.0,5.0,0.0,,,,0.0,,
NEVADA,CLARK,2017-76,ALLF,WOLFSON,NARCOTICS,WC,D,42962.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,9.0,22,291,127,26500.0,1500.0,3.0,,0.0,0.0,0.0,3.0,,
NEVADA,CLARK,2017-77,ALLF,WOLFSON,NARCOTICS,WC,D,42962.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,9,148,99,26500.0,1500.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2017-78,ISRAEL,WOLFSON,NARCOTICS,WC,D,42969.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,57.0,84,"1,275",105,29266.0,1700.0,,,,,,,,
NEVADA,CLARK,2017-79,ALLF,WOLFSON,NARCOTICS,WC,D,42962.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,3,121,61,26500.0,1500.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2017-80,CROCKETT,WOLFSON,NARCOTICS,WC,D,42979.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,,,,,18140.0,1340.0,2.0,2.0,,,,2.0,,
NEVADA,CLARK,2017-81,CROCKETT,WOLFSON,NARCOTICS,WC,D,42949.0,30.0,1.0,60.0,INSTALLED AND USED,52.0,,,,,44430.0,2830.0,0.0,,,,,0.0,,
NEVADA,CLARK,2017-82,ISRAEL,WOLFSON,NARCOTICS,WC,D,42977.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,36.0,83,"1,053",160,30198.0,1700.0,,,,,,,,
NEVADA,CLARK,2017-83,ISRAEL,WOLFSON,NARCOTICS,WC,D,42958.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,36.0,83,"1,053",160,30198.0,1700.0,,,,,,,,
NEVADA,CLARK,2017-84,CROCKETT,WOLFSON,NARCOTICS,WC,D,42836.0,30.0,0.0,30.0,INSTALLED AND USED,11.0,,,,,9740.0,940.0,0.0,,,,,0.0,,
NEVADA,CLARK,2017-85,STURMAN,WOLFSON,NARCOTICS,WC,D,42992.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,,,,,10580.0,980.0,5.0,0.0,,,,0.0,,
NEVADA,CLARK,2017-86,WIESE,WOLFSON,NARCOTICS,WC,D,42977.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,8.0,167,267,96,27500.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-87,VILLANI,WOLFSON,NARCOTICS,WC,D,42978.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,16.0,37,486,324,26500.0,1500.0,11.0,,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2017-88,ISRAEL,WOLFSON,NARCOTICS,WC,D,42993.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,,,,,12260.0,1060.0,5.0,0.0,,,,0.0,,
NEVADA,CLARK,2017-89,VILLANI,WOLFSON,NARCOTICS,WC,D,42978.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,53,229,87,,1500.0,1.0,,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2017-90,VILLANI,WOLFSON,NARCOTICS,WC,D,42978.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,53,229,87,,1500.0,1.0,,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2017-91,VILLANI,WOLFSON,NARCOTICS,WC,D,42978.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,12.0,54,378,203,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-92,ALLF,WOLFSON,NARCOTICS,WC,D,42983.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,38,147,53,26350.0,700.0,2.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2017-93,JONES,WOLFSON,NARCOTICS,WC,D,42985.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,11.0,283,331,84,27500.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-94,WIESE,WOLFSON,NARCOTICS,WC,D,42992.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,19,193,67,26000.0,1000.0,4.0,0.0,0.0,0.0,0.0,4.0,,
NEVADA,CLARK,2017-95,ALLF,WOLFSON,NARCOTICS,WC,D,42997.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,38,210,59,,,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-96,GONZALEZ,WOLFSON,NARCOTICS,WC,D,42997.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,25700.0,1700.0,5.0,0.0,,,,0.0,,
NEVADA,CLARK,2017-97,WIESE,WOLFSON,NARCOTICS,WC,D,42999.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,9,139,63,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-98,WIESE,WOLFSON,NARCOTICS,WC,D,42999.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,11.0,14,354,113,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-99,ALLF,WOLFSON,NARCOTICS,WC,D,43003.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,4100.0,1700.0,5.0,0.0,,,,0.0,,
NEVADA,CLARK,2017-100,STURMAN,WOLFSON,NARCOTICS,WC,D,43012.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,9.0,19,277,101,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-101,KEPHART,WOLFSON,FIREARMS,WC,D,43031.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,,,,,30019.0,1000.0,3.0,0.0,0.0,0.0,0.0,3.0,,
NEVADA,CLARK,2017-102,KEPHART,WOLFSON,NARCOTICS,WC,D,43031.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,8.0,35,250,39,30019.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-103,ALLF,WOLFSON,NARCOTICS,WC,D,43046.0,30.0,0.0,30.0,INSTALLED AND USED,23.0,,,,,19820.0,1420.0,5.0,0.0,,,,0.0,,
NEVADA,CLARK,2017-104,SCOTTI,WOLFSON,NARCOTICS,WC,D,43048.0,30.0,0.0,30.0,INSTALLED AND USED,23.0,,,,,19820.0,1420.0,5.0,0.0,,,,0.0,,
NEVADA,CLARK,2017-105,STURMAN,WOLFSON,NARCOTICS,WC,D,43012.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,7.0,49,433,287,27000.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-106,ALLF,WOLFSON,NARCOTICS,WC,D,43046.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,25200.0,1200.0,5.0,0.0,,,,0.0,,
NEVADA,CLARK,2017-107,ISRAEL,WOLFSON,NARCOTICS,WC,D,43048.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,38,301,72,29803.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-108,WIESE,WOLFSON,NARCOTICS,WC,D,43031.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,7.0,29,479,294,26500.0,1000.0,3.0,0.0,0.0,0.0,0.0,3.0,,
NEVADA,CLARK,2017-109,WIESE,WOLFSON,NARCOTICS,WC,D,43031.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,9.0,22,593,357,26500.0,1000.0,3.0,0.0,0.0,0.0,0.0,3.0,,
NEVADA,CLARK,2017-110,JONES,WOLFSON,NARCOTICS,WC,D,43069.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,8.0,42,240,14,,,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2017-111,ISRAEL,WOLFSON,NARCOTICS,WC,D,42860.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2017-112,ISRAEL,WOLFSON,NARCOTICS,WC,D,42993.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2017-113,ALLF,WOLFSON,NARCOTICS,WC,D,42719.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2017-114,ISRAEL,HICKS,DRUGS - ILLEGAL,WC,D,42711.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2017-115,KEPHART,WOLFSON,NARCOTICS,WC,D,42684.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2017-116,ALLF,WOLFSON,NARCOTICS,WC,D,42733.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2017-117,ALLF,WOLFSON,NARCOTICS,WC,D,42731.0,30.0,0.0,30.0,NEVER INSTALLED,,,,,,,,,,,,,,,
NEVADA,CLARK,2017-118,ALLF,WOLFSON,MURDER,WC,D,42776.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2017-119,SCOTTI,WOLFSON,MURDER,WC,D,42782.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2017-120,ISRAEL,WOLFSON,NARCOTICS,WC,D,42977.0,30.0,0.0,30.0,INSTALLED AND USED,27.0,23.0,26,626,88,29123.0,625.0,,,,,,,,
NEVADA,CLARK,2017-121,STURMAN,WOLFSON,MURDER,WC,D,42706.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2017-122,JOHNSON,WOLFSON,NARCOTICS,WC,D,42913.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,40.0,78,"1,202",443,,30000.0,2.0,,,,,,,
NEVADA,CLARK,2017-123,STURMAN,WOLFSON,NARCOTICS,WC,D,42761.0,30.0,0.0,30.0,NEVER INSTALLED,,,,,,,,,,,,,,,
NEVADA,CLARK,2017-136,ALLF,WOLFSON,NARCOTICS,WC,D,42762.0,30.0,0.0,30.0,NEVER INSTALLED,,,,,,,,,,,,,,,
NEVADA,CLARK,2017-137,ALLF,WOLFSON,NARCOTICS,WC,D,42852.0,30.0,0.0,30.0,NEVER INSTALLED,,,,,,1500.0,1500.0,,,,,,,,
NEVADA,CLARK,2017-139,CROCKETT,WOLFSON,NARCOTICS,WC,D,42927.0,30.0,0.0,30.0,NEVER INSTALLED,,,,,,,,,,,,,,,
NEW JERSEY,ATLANTIC,2017-1,WILD,BERGMAN,NARCOTICS,WC,D,42797.0,20.0,1.0,50.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW JERSEY,ATLANTIC,2017-2,"DELURY, JR.",TYNER,OTHER,"WC,OM,TX",D,42900.0,20.0,2.0,40.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW JERSEY,ATLANTIC,2017-3,WILD,RUBERTON,OTHER,"WC,TX",D,42797.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW JERSEY,ATLANTIC,2017-4,DELURY,RUBERTON,OTHER,"WC,TX","D,O",42782.0,20.0,0.0,20.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW JERSEY,ATLANTIC,2017-5,"DELURY, JR.",TYNER,OTHER,"WC,OM",D,42919.0,20.0,1.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW JERSEY,ATLANTIC,2017-6,"DELURY, JR.",PORRINO,NARCOTICS,"WC,TX",D,42997.0,20.0,2.0,40.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW JERSEY,ATLANTIC,2017-7,"WILD, JR.",RUBERTON,OTHER,"WC,TX","D,R",42775.0,20.0,1.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW JERSEY,ATLANTIC,2017-8,"DELURY, JR.",BERGMAN,OTHER,WC,D,42814.0,20.0,0.0,20.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW JERSEY,ATLANTIC,2017-9,"DELURY, JR.",PORRINO,NARCOTICS,"WC,TX",D,42874.0,20.0,1.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW JERSEY,BERGEN,2017-1,JEREJIAN,GREWAL,MURDER,"WC,TX",D,42920.0,20.0,0.0,20.0,INSTALLED AND USED,4.0,2.0,2,10,4,7750.0,750.0,1.0,,,,,,,
NEW JERSEY,BERGEN,2017-2,JEREJIAN,GREWELL,MURDER,"WC,TX",D,42920.0,20.0,0.0,20.0,INSTALLED AND USED,4.0,2.0,2,10,4,7750.0,750.0,1.0,,,,,,,
NEW JERSEY,BERGEN,2017-3,EDWARD,PORRINO,NARCOTICS,"WC,TX",D,43021.0,20.0,1.0,50.0,INSTALLED AND USED,,,,,,,,,,,,,,,
NEW JERSEY,BERGEN,2017-4,EDWARD,PORRINO,RACKETEERING,"WC,TX",D,43035.0,20.0,1.0,50.0,INSTALLED AND USED,,,,,,,,,,,,,,,
NEW JERSEY,BERGEN,2017-5,EDWARD,PORRINO,RACKETEERING,"WC,TX",D,43035.0,20.0,1.0,50.0,INSTALLED AND USED,,,,,,,,,,,,,,,
NEW JERSEY,BERGEN,2017-6,EDWARD,PORRINO,RACKETEERING,"WC,TX",D,43035.0,20.0,1.0,50.0,INSTALLED AND USED,,,,,,,,,,,,,,,
NEW JERSEY,BERGEN,2017-7,EDWARD,PORRINO,RACKETEERING,"WC,TX",D,43055.0,30.0,0.0,30.0,INSTALLED AND USED,,,,,,,,,,,,,,,
NEW JERSEY,BERGEN,2017-8,JEREJIAN,PORRINO,RACKETEERING,"WC,TX",D,43055.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW JERSEY,BERGEN,2017-9,EDWARD,PORRINO,RACKETEERING,"WC,TX",D,43070.0,30.0,0.0,30.0,INSTALLED AND USED,,,,,,,,,,,,,,,
NEW JERSEY,CAMDEN,2017-1,MCBRIDE,COLALILLO,OTHER,"WS,OO",O,42811.0,20.0,0.0,20.0,INSTALLED AND USED,1.0,,,,,,,,,,,,,,
NEW JERSEY,CAMDEN,2017-2,MCBRIDE,COLALILLO,NARCOTICS,WC,D,43067.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,14.0,46,268,9,,,11.0,,,,,,,
NEW JERSEY,CAMDEN,2017-3,"EDWARD, JR.",COLALILLO,NARCOTICS,"WC,TX",D,43067.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,28.0,43,521,113,,,11.0,,,,,,,
NEW JERSEY,CAMDEN,2017-4,"EDWARD, JR.",COLALILLO,NARCOTICS,WC,D,43067.0,30.0,0.0,0.0,INSTALLED AND USED,18.0,30.0,54,554,127,,,11.0,,,,,,,
NEW JERSEY,CAMDEN,2017-5,MCBRIDE,COLALILLO,MURDER,WO,O,42748.0,20.0,0.0,20.0,NEVER INSTALLED,,,,,,,,,,,,,,,
NEW JERSEY,CAMDEN,2017-6,FOX,PRATTER,MURDER,WO,O,42853.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW JERSEY,CAMDEN,2017-7,MCBRIDE,COLALILLO,MURDER,WO,O,42858.0,20.0,0.0,20.0,NEVER INSTALLED,,,,,,,,,,,,,,,
NEW JERSEY,CUMBERLAND,2017-1,LAWHUN,PORRINO,NARCOTICS,"WC,TX",D,42977.0,20.0,1.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEW JERSEY,CUMBERLAND,2017-2,LAWHUN,WEBB-MCRAE,ASSAULT,"WS,OM",O,42997.0,,0.0,0.0,NEVER INSTALLED,,,,,,,,,,,,,,,
NEW JERSEY,CUMBERLAND,2017-3,TELSEY,WEBB-MCRAE,CONSPIRACY,"WC,WO","D,O",42762.0,30.0,0.0,30.0,INSTALLED AND USED,,,10,556,,,,0.0,,,,,,,
NEW JERSEY,HUDSON,2017-1,ISABELLA,SUAREZ,OTHER,WS,O,42430.0,30.0,0.0,30.0,INSTALLED AND USED,,,2,144,6,,,,,,,,,,
NEW JERSEY,HUDSON,2017-2,YOUNG,SUAREZ,MURDER,"WC,TX",D,42760.0,20.0,0.0,20.0,INSTALLED AND USED,14.0,60.0,126,853,383,33600.0,600.0,4.0,,,,,1.0,,
NEW JERSEY,HUDSON,2017-3,YOUNG,SUAREZ,MURDER,"WC,TX",D,42767.0,20.0,0.0,20.0,INSTALLED AND USED,14.0,60.0,126,853,383,33600.0,600.0,4.0,,,,,1.0,,
NEW JERSEY,HUDSON,2017-4,YOUNG,SUAREZ,MURDER,"WC,TX",D,42767.0,20.0,0.0,20.0,INSTALLED AND USED,20.0,47.0,92,943,127,48453.0,1160.0,0.0,,,,,,,
NEW JERSEY,HUDSON,2017-5,YOUNG,SUAREZ,MURDER,"WC,TX",D,42781.0,20.0,2.0,50.0,INSTALLED AND USED,30.0,40.0,176,"1,215",252,72540.0,1600.0,,,,,,,,
NEW JERSEY,HUDSON,2017-6,YOUNG,SUAREZ,MURDER,"WC,TX",D,42779.0,20.0,1.0,30.0,INSTALLED AND USED,30.0,40.0,176,"1,215",252,72540.0,1600.0,,,,,,,,
NEW JERSEY,HUDSON,2017-7,YOUNG,SUAREZ,MURDER,"WC,TX",D,42781.0,20.0,2.0,50.0,INSTALLED AND USED,40.0,42.0,245,"1,708",351,93222.0,1000.0,0.0,,,,,,,
