State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating Intercepts,Total Cost ($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
NEVADA,CLARK,2013-45,ALLF,WOLFSON,NARCOTICS,WC,D,41303.0,30,0,30,INSTALLED AND USED,29.0,39.0,144.0,1130.0,145.0,12701.0,8575.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-46,STURMAN,WOLFSON,NARCOTICS,WC,D,41303.0,30,0,30,INSTALLED AND USED,30.0,37.0,45.0,1096.0,584.0,22035.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-47,ALLF,WOLFSON,NARCOTICS,WC,D,41304.0,30,0,30,INSTALLED AND USED,30.0,10.0,25.0,305.0,114.0,22647.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-48,ISRAEL,WOLFSON,NARCOTICS,WC,D,41304.0,30,0,30,INSTALLED AND USED,30.0,16.0,59.0,479.0,115.0,21572.0,625.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-49,ISRAEL,WOLFSON,NARCOTICS,WC,D,41304.0,30,0,30,INSTALLED AND USED,30.0,2.0,4.0,56.0,34.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-50,ISRAEL,WOLFSON,NARCOTICS,WC,D,41305.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-51,ALLF,WOLFSON,NARCOTICS,WC,D,41309.0,30,0,30,INSTALLED AND USED,30.0,21.0,91.0,634.0,248.0,21572.0,625.0,2.0,0.0,0.0,0.0,0.0,2.0,,
NEVADA,CLARK,2013-52,ALLF,WOLFSON,NARCOTICS,WC,D,41310.0,30,0,30,INSTALLED AND USED,30.0,63.0,26.0,1889.0,340.0,22007.0,1060.0,11.0,0.0,0.0,0.0,0.0,9.0,,
NEVADA,CLARK,2013-53,ALLF,WOLFSON,NARCOTICS,WC,D,41310.0,30,0,30,INSTALLED AND USED,30.0,188.0,83.0,5629.0,1872.0,41360.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-54,ISRAEL,WOLFSON,NARCOTICS,WC,D,41313.0,30,0,30,INSTALLED AND USED,30.0,3.0,3.0,78.0,41.0,2000.0,2000.0,2.0,0.0,0.0,0.0,0.0,2.0,,
NEVADA,CLARK,2013-55,ALLF,WOLFSON,NARCOTICS,WC,D,41316.0,30,3,120,INSTALLED AND USED,115.0,671.0,79.0,77192.0,14285.0,18095.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-56,ALLF,WOLFSON,NARCOTICS,WC,D,41316.0,30,3,120,INSTALLED AND USED,115.0,576.0,82.0,66233.0,8275.0,24890.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-57,ALLF,WOLFSON,NARCOTICS,WC,D,41318.0,30,0,30,INSTALLED AND USED,15.0,0.0,1.0,1.0,0.0,21680.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-58,ALLF,WOLFSON,NARCOTICS,WC,D,41318.0,30,0,30,INSTALLED AND USED,9.0,8.0,19.0,75.0,13.0,6753.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-59,STURMAN,WOLFSON,NARCOTICS,WC,D,41324.0,30,0,30,INSTALLED AND USED,30.0,16.0,21.0,486.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-60,ISRAEL,WOLFSON,NARCOTICS,WC,D,41325.0,30,1,60,INSTALLED AND USED,30.0,3.0,9.0,97.0,27.0,2000.0,2000.0,3.0,0.0,0.0,0.0,0.0,3.0,,
NEVADA,CLARK,2013-61,ISRAEL,WOLFSON,NARCOTICS,WC,D,41325.0,30,1,60,INSTALLED AND USED,60.0,5.0,8.0,297.0,200.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-62,ISRAEL,WOLFSON,NARCOTICS,WC,D,41325.0,30,0,30,INSTALLED AND USED,30.0,4.0,10.0,124.0,94.0,2000.0,2000.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-63,ALLF,WOLFSON,NARCOTICS,WC,D,41327.0,30,0,30,INSTALLED AND USED,30.0,37.0,74.0,1103.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-13,
NEVADA,CLARK,2013-64,ALLF,WOLFSON,NARCOTICS,WC,D,41327.0,30,0,30,INSTALLED AND USED,30.0,64.0,52.0,1923.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-27,
NEVADA,CLARK,2013-65,ISRAEL,WOLFSON,NARCOTICS,WC,D,41331.0,30,0,30,INSTALLED AND USED,19.0,33.0,33.0,627.0,72.0,26928.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-66,ISRAEL,WOLFSON,NARCOTICS,WC,D,41331.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-67,BIXLER,WOLFSON,NARCOTICS,WC,D,41332.0,30,0,30,INSTALLED AND USED,27.0,150.0,193.0,4063.0,25.0,22700.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-68,STURMAN,WOLFSON,NARCOTICS,WC,D,41332.0,30,0,30,INSTALLED AND USED,28.0,30.0,91.0,847.0,391.0,21647.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-69,STURMAN,WOLFSON,NARCOTICS,WC,D,41332.0,30,0,30,INSTALLED AND USED,30.0,28.0,51.0,841.0,249.0,21572.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-70,STURMAN,WOLFSON,NARCOTICS,WC,D,41332.0,30,0,30,INSTALLED AND USED,30.0,17.0,41.0,514.0,194.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,RELATED TO NO. 2013-69,
NEVADA,CLARK,2013-71,STURMAN,WOLFSON,NARCOTICS,WC,D,41333.0,30,0,30,INSTALLED AND USED,30.0,65.0,114.0,1953.0,1789.0,21635.0,700.0,2.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-72,LEAVITT,WOLFSON,NARCOTICS,WC,D,41337.0,30,0,30,INSTALLED AND USED,30.0,14.0,123.0,427.0,78.0,21647.0,700.0,3.0,0.0,0.0,0.0,0.0,3.0,,
NEVADA,CLARK,2013-73,ALLF,WOLFSON,NARCOTICS,WC,D,41337.0,30,0,30,INSTALLED AND USED,30.0,4.0,22.0,133.0,31.0,22647.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-74,JOHNSON,WOLFSON,NARCOTICS,WC,D,41338.0,30,0,30,INSTALLED AND USED,1.0,76.0,76.0,76.0,0.0,3312.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-75,ALLF,WOLFSON,NARCOTICS,WC,D,41338.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-76,ALLF,WOLFSON,NARCOTICS,WC,D,41338.0,30,0,30,INSTALLED AND USED,30.0,16.0,57.0,479.0,247.0,21647.0,700.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-77,ISRAEL,WOLFSON,NARCOTICS,WC,D,41340.0,30,0,30,INSTALLED AND USED,19.0,13.0,24.0,248.0,94.0,13962.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-78,ALLF,WOLFSON,NARCOTICS,WC,D,41344.0,30,0,30,INSTALLED AND USED,30.0,31.0,59.0,926.0,845.0,21614.0,700.0,2.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-79,ALLF,WOLFSON,NARCOTICS,WC,D,41345.0,30,0,30,INSTALLED AND USED,30.0,40.0,73.0,1194.0,175.0,22047.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-80,ALLF,WOLFSON,NARCOTICS,WC,D,41345.0,30,0,30,INSTALLED AND USED,30.0,59.0,36.0,1758.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-81,ALLF,WOLFSON,NARCOTICS,WC,D,41345.0,30,0,30,INSTALLED AND USED,30.0,21.0,24.0,629.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-82,ALLF,WOLFSON,NARCOTICS,WC,D,41346.0,30,0,30,INSTALLED AND USED,30.0,96.0,47.0,2885.0,292.0,41360.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-83,STURMAN,WOLFSON,NARCOTICS,WC,D,41351.0,30,0,30,INSTALLED AND USED,24.0,109.0,59.0,2608.0,542.0,33488.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-84,ISRAEL,WOLFSON,NARCOTICS,WC,D,41352.0,30,0,30,INSTALLED AND USED,8.0,16.0,17.0,124.0,18.0,6092.0,625.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-85,ISRAEL,WOLFSON,NARCOTICS,WC,D,41353.0,30,0,30,INSTALLED AND USED,30.0,30.0,51.0,914.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-76,
NEVADA,CLARK,2013-86,ISRAEL,WOLFSON,NARCOTICS,WC,D,41353.0,30,0,30,INSTALLED AND USED,30.0,3.0,13.0,94.0,71.0,2000.0,2000.0,3.0,0.0,0.0,0.0,0.0,3.0,,
NEVADA,CLARK,2013-87,ISRAEL,WOLFSON,NARCOTICS,WC,D,41358.0,30,0,30,INSTALLED AND USED,30.0,55.0,98.0,1641.0,667.0,22547.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-88,JOHNSON,WOLFSON,NARCOTICS,WC,D,41358.0,30,0,30,INSTALLED AND USED,19.0,18.0,45.0,339.0,52.0,22700.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-89,ISRAEL,WOLFSON,NARCOTICS,WC,D,41358.0,30,0,30,INSTALLED AND USED,30.0,20.0,19.0,614.0,249.0,21647.0,700.0,3.0,0.0,0.0,0.0,0.0,3.0,,
NEVADA,CLARK,2013-90,ALLF,WOLFSON,NARCOTICS,WC,D,41359.0,30,0,30,INSTALLED AND USED,16.0,377.0,123.0,6030.0,966.0,22992.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-91,ALLF,WOLFSON,NARCOTICS,WC,D,41359.0,30,0,30,INSTALLED AND USED,30.0,169.0,112.0,5078.0,357.0,41360.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-92,JOHNSON,WOLFSON,NARCOTICS,WC,D,41360.0,30,0,30,INSTALLED AND USED,30.0,31.0,68.0,941.0,249.0,22647.0,1700.0,2.0,0.0,0.0,0.0,0.0,2.0,,
NEVADA,CLARK,2013-93,ISRAEL,WOLFSON,NARCOTICS,WC,D,41361.0,30,0,30,INSTALLED AND USED,30.0,84.0,63.0,2533.0,314.0,41360.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-94,ISRAEL,WOLFSON,NARCOTICS,WC,D,41365.0,30,2,90,INSTALLED AND USED,85.0,112.0,212.0,9544.0,1255.0,117520.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-95,STURMAN,WOLFSON,NARCOTICS,WC,D,41365.0,30,0,30,INSTALLED AND USED,28.0,36.0,74.0,1009.0,210.0,16142.0,8142.0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-96,ALLF,WOLFSON,NARCOTICS,WC,D,41365.0,30,0,30,INSTALLED AND USED,30.0,101.0,128.0,3033.0,471.0,37516.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-97,JOHNSON,WOLFSON,NARCOTICS,WC,D,41367.0,30,1,60,INSTALLED AND USED,60.0,10.0,24.0,614.0,164.0,32859.0,1400.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-98,JOHNSON,WOLFSON,NARCOTICS,WC,D,41367.0,30,1,60,INSTALLED AND USED,30.0,14.0,19.0,419.0,201.0,21647.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-99,ISRAEL,WOLFSON,NARCOTICS,WC,D,41368.0,30,0,30,INSTALLED AND USED,30.0,183.0,124.0,5492.0,683.0,41360.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-100,ISRAEL,WOLFSON,NARCOTICS,WC,D,41373.0,30,0,30,INSTALLED AND USED,16.0,7.0,19.0,111.0,52.0,11484.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-101,ISRAEL,WOLFSON,NARCOTICS,WC,D,41373.0,30,0,30,INSTALLED AND USED,30.0,50.0,47.0,1486.0,137.0,41360.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-102,ISRAEL,WOLFSON,NARCOTICS,WC,D,41373.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-103,ISRAEL,WOLFSON,NARCOTICS,WC,D,41373.0,30,0,30,INSTALLED AND USED,30.0,4.0,24.0,105.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-104,WILLIAMS,WOLFSON,NARCOTICS,WC,D,41374.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-105,ISRAEL,WOLFSON,NARCOTICS,WC,D,41375.0,30,0,30,INSTALLED AND USED,30.0,20.0,34.0,591.0,61.0,22047.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-106,STURMAN,WOLFSON,NARCOTICS,WC,D,41376.0,30,0,30,INSTALLED AND USED,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-88,
NEVADA,CLARK,2013-107,WILLIAMS,WOLFSON,NARCOTICS,WC,D,41382.0,30,0,30,INSTALLED AND USED,30.0,2.0,5.0,49.0,29.0,2000.0,2000.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-108,WILLIAMS,WOLFSON,NARCOTICS,WC,D,41382.0,30,0,30,INSTALLED AND USED,30.0,17.0,19.0,514.0,217.0,21572.0,625.0,2.0,0.0,0.0,0.0,0.0,2.0,,
NEVADA,CLARK,2013-109,ALLF,WOLFSON,NARCOTICS,WC,D,41386.0,30,0,30,INSTALLED AND USED,30.0,12.0,29.0,364.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-105,
NEVADA,CLARK,2013-110,ISRAEL,WOLFSON,NARCOTICS,WC,D,41387.0,30,2,90,INSTALLED AND USED,64.0,60.0,110.0,3839.0,578.0,58990.0,7058.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-111,ISRAEL,WOLFSON,NARCOTICS,WC,D,41389.0,30,1,60,INSTALLED AND USED,42.0,74.0,211.0,3117.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-88,
NEVADA,CLARK,2013-112,ALLF,WOLFSON,NARCOTICS,WC,D,41389.0,30,0,30,INSTALLED AND USED,30.0,0.0,NR,NR,NR,22047.0,1100.0,6.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-113,ALLF,WOLFSON,NARCOTICS,WC,D,41389.0,30,0,30,INSTALLED AND USED,30.0,508.0,276.0,15235.0,2124.0,41360.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-114,ALLF,WOLFSON,NARCOTICS,WC,D,41394.0,30,0,30,INSTALLED AND USED,24.0,77.0,69.0,1844.0,177.0,33488.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-115,TOGLIATTI,WOLFSON,NARCOTICS,WC,D,41397.0,30,0,30,INSTALLED AND USED,6.0,1.0,1.0,4.0,0.0,9872.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-116,JOHNSON,WOLFSON,NARCOTICS,"WC,EE",D,41400.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-117,JOHNSON,WOLFSON,NARCOTICS,WC,D,41400.0,30,0,30,INSTALLED AND USED,30.0,20.0,48.0,614.0,307.0,21647.0,700.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-118,JOHNSON,WOLFSON,NARCOTICS,WC,D,41400.0,30,0,30,INSTALLED AND USED,30.0,17.0,14.0,517.0,149.0,21572.0,625.0,3.0,0.0,0.0,0.0,0.0,3.0,,
NEVADA,CLARK,2013-119,ALLF,WOLFSON,NARCOTICS,WC,D,41402.0,30,0,30,INSTALLED AND USED,30.0,5.0,16.0,150.0,71.0,21569.0,11253.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-120,ALLF,WOLFSON,NARCOTICS,WC,D,41402.0,30,0,30,INSTALLED AND USED,30.0,16.0,49.0,492.0,264.0,21647.0,700.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-121,ISRAEL,WOLFSON,NARCOTICS,WC,D,41404.0,30,0,30,INSTALLED AND USED,10.0,13.0,21.0,126.0,17.0,3550.0,800.0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-122,ALLF,WOLFSON,NARCOTICS,WC,D,41407.0,30,1,60,INSTALLED AND USED,30.0,244.0,213.0,7322.0,1373.0,44094.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-123,ESCOBAR,WOLFSON,NARCOTICS,WC,D,41409.0,30,0,30,INSTALLED AND USED,30.0,6.0,17.0,194.0,94.0,21572.0,625.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-124,JOHNSON,WOLFSON,NARCOTICS,WC,D,41414.0,30,0,30,INSTALLED AND USED,30.0,33.0,145.0,987.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-87,
NEVADA,CLARK,2013-125,TOGLIATTI,WOLFSON,NARCOTICS,WC,D,41415.0,30,0,30,INSTALLED AND USED,24.0,26.0,29.0,629.0,95.0,33488.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-126,ESCOBAR,WOLFSON,NARCOTICS,WC,D,41417.0,30,1,60,INSTALLED AND USED,58.0,105.0,34.0,6096.0,1758.0,12455.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-127,ALLF,WOLFSON,NARCOTICS,WC,D,41417.0,30,1,60,INSTALLED AND USED,30.0,33.0,11.0,989.0,456.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-128,ISRAEL,WOLFSON,NARCOTICS,WC,D,41422.0,30,0,30,INSTALLED AND USED,30.0,16.0,27.0,488.0,209.0,22647.0,1700.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-129,TOGLIATTI,WOLFSON,NARCOTICS,WC,D,41424.0,30,0,30,INSTALLED AND USED,30.0,38.0,58.0,1127.0,174.0,41360.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-130,JOHNSON,WOLFSON,NARCOTICS,WC,D,41430.0,30,0,30,INSTALLED AND USED,13.0,92.0,67.0,1190.0,342.0,19056.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-131,ISRAEL,WOLFSON,NARCOTICS,WC,D,41430.0,30,0,30,INSTALLED AND USED,30.0,20.0,53.0,611.0,291.0,22647.0,1700.0,2.0,0.0,0.0,0.0,0.0,2.0,,
NEVADA,CLARK,2013-132,STURMAN,WOLFSON,NARCOTICS,WC,D,41435.0,30,0,30,INSTALLED AND USED,30.0,135.0,89.0,4051.0,833.0,22047.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-133,ISRAEL,WOLFSON,NARCOTICS,WC,D,41436.0,30,0,30,INSTALLED AND USED,30.0,33.0,67.0,994.0,297.0,21647.0,700.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-134,ISRAEL,WOLFSON,NARCOTICS,WC,D,41437.0,30,0,30,INSTALLED AND USED,20.0,44.0,64.0,876.0,426.0,28240.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-135,ISRAEL,WOLFSON,NARCOTICS,WC,D,41439.0,30,0,30,INSTALLED AND USED,4.0,4.0,7.0,14.0,4.0,440.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-136,ISRAEL,WOLFSON,NARCOTICS,WC,D,41446.0,30,0,30,INSTALLED AND USED,27.0,23.0,55.0,629.0,154.0,19847.0,700.0,3.0,0.0,0.0,0.0,0.0,3.0,,
NEVADA,CLARK,2013-137,ISRAEL,WOLFSON,NARCOTICS,WC,D,41449.0,30,0,30,INSTALLED AND USED,30.0,143.0,89.0,4300.0,927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-138,ISRAEL,WOLFSON,NARCOTICS,WC,D,41449.0,30,0,30,INSTALLED AND USED,20.0,227.0,132.0,4541.0,508.0,28240.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-139,ESCOBAR,WOLFSON,NARCOTICS,WC,D,41453.0,30,0,30,INSTALLED AND USED,10.0,168.0,57.0,1677.0,546.0,15120.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-140,ALLF,WOLFSON,NARCOTICS,WC,D,41457.0,30,1,60,INSTALLED AND USED,51.0,123.0,89.0,6278.0,756.0,68912.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-141,ALLF,WOLFSON,NARCOTICS,WC,D,41457.0,30,0,30,INSTALLED AND USED,30.0,63.0,94.0,1902.0,349.0,22347.0,1400.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-142,ISRAEL,WOLFSON,NARCOTICS,WC,D,41463.0,30,0,30,INSTALLED AND USED,10.0,5.0,9.0,49.0,17.0,7640.0,700.0,4.0,0.0,0.0,0.0,0.0,4.0,,
NEVADA,CLARK,2013-143,ALLF,WOLFSON,NARCOTICS,WC,D,41470.0,30,0,30,INSTALLED AND USED,30.0,13.0,19.0,401.0,105.0,21647.0,700.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-144,JOHNSON,WOLFSON,NARCOTICS,WC,D,41471.0,30,0,30,INSTALLED AND USED,30.0,75.0,100.0,2256.0,386.0,21647.0,700.0,2.0,0.0,0.0,0.0,0.0,2.0,,
NEVADA,CLARK,2013-145,ALLF,WOLFSON,NARCOTICS,WC,D,41471.0,30,0,30,INSTALLED AND USED,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-132,
NEVADA,CLARK,2013-146,ALLF,WOLFSON,NARCOTICS,WC,D,41472.0,30,0,30,INSTALLED AND USED,30.0,8.0,64.0,247.0,149.0,21572.0,625.0,1.0,0.0,0.0,0.0,0.0,1.0,,
NEVADA,CLARK,2013-147,JOHNSON,WOLFSON,NARCOTICS,WC,D,41472.0,30,0,30,INSTALLED AND USED,30.0,75.0,100.0,2256.0,185.0,21647.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-148,ALLF,WOLFSON,NARCOTICS,WC,D,41477.0,30,1,60,INSTALLED AND USED,60.0,9.0,20.0,543.0,171.0,90813.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-149,STURMAN,WOLFSON,NARCOTICS,WC,D,41477.0,30,0,30,INSTALLED AND USED,30.0,237.0,132.0,7097.0,1586.0,41360.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-150,ISRAEL,WOLFSON,NARCOTICS,WC,D,41478.0,30,1,60,INSTALLED AND USED,60.0,98.0,114.0,5875.0,623.0,82720.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-151,JOHNSON,WOLFSON,NARCOTICS,WC,D,41480.0,30,0,30,INSTALLED AND USED,30.0,21.0,64.0,619.0,264.0,21647.0,700.0,3.0,0.0,0.0,0.0,0.0,3.0,,
NEVADA,CLARK,2013-152,STURMAN,WOLFSON,NARCOTICS,WC,D,41491.0,30,0,30,INSTALLED AND USED,30.0,80.0,156.0,2395.0,413.0,21647.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-153,STURMAN,WOLFSON,NARCOTICS,WC,D,41491.0,30,0,30,INSTALLED AND USED,23.0,22.0,41.0,499.0,217.0,19366.0,625.0,2.0,0.0,0.0,0.0,0.0,2.0,,
NEVADA,CLARK,2013-154,STURMAN,WOLFSON,NARCOTICS,WC,D,41491.0,30,2,90,INSTALLED AND USED,30.0,9.0,43.0,269.0,149.0,21647.0,700.0,2.0,0.0,0.0,0.0,0.0,2.0,,
NEVADA,CLARK,2013-155,KISHNER,WOLFSON,NARCOTICS,WC,D,41493.0,30,0,30,INSTALLED AND USED,30.0,335.0,124.0,10040.0,1595.0,22047.0,1100.0,8.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-156,ISRAEL,WOLFSON,NARCOTICS,WC,D,41495.0,30,2,90,INSTALLED AND USED,90.0,87.0,167.0,7842.0,2706.0,124080.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEVADA,CLARK,2013-157,ISRAEL,WOLFSON,NARCOTICS,WC,D,41505.0,30,0,30,INSTALLED AND USED,30.0,4.0,26.0,106.0,45.0,21647.0,700.0,1.0,0.0,0.0,0.0,0.0,1.0,,
