State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Result Related
ILLINOIS,COOK,2014-5,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41642.0,30,0,30,INSTALLED AND USED,30.0,140.0,91.0,4198.0,1858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-22,RELATED TO NO. 2014-22
ILLINOIS,COOK,2014-6,KAZMIERSKI,ALVAREZ,NARCOTICS,"WC,TX",D,41649.0,30,0,30,INSTALLED AND USED,27.0,65.0,19.0,1746.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,COOK,2014-7,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41654.0,30,0,30,INSTALLED AND USED,8.0,14.0,5.0,109.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,COOK,2014-8,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41661.0,30,0,30,INSTALLED AND USED,10.0,22.0,4.0,219.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,COOK,2014-9,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41661.0,30,0,30,INSTALLED AND USED,30.0,0.0,NR,NR,NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,COOK,2014-10,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41670.0,30,0,30,INSTALLED AND USED,30.0,8.0,NR,241.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,COOK,2014-11,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41670.0,30,0,30,INSTALLED AND USED,18.0,111.0,19.0,1997.0,66.0,15220.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,COOK,2014-12,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41676.0,30,0,30,INSTALLED AND USED,36.0,71.0,16.0,2549.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,COOK,2014-13,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41677.0,30,0,30,INSTALLED AND USED,30.0,58.0,58.0,1736.0,757.0,16587.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,COOK,2014-14,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41696.0,30,0,30,INSTALLED AND USED,30.0,107.0,177.0,3199.0,423.0,26512.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,COOK,2014-15,KAZMIERSKI,ALVAREZ,NARCOTICS,"WC,TX",D,41702.0,30,0,30,INSTALLED AND USED,30.0,109.0,15.0,3282.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,COOK,2014-16,KAZMIERSKI,ALVAREZ,NARCOTICS,"WC,TX",D,41702.0,30,0,30,INSTALLED AND USED,30.0,32.0,67.0,945.0,299.0,22872.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,COOK,2014-17,KAZMIERSKI,ALVAREZ,NARCOTICS,"WC,TX",D,41712.0,30,0,30,INSTALLED AND USED,15.0,62.0,72.0,930.0,413.0,11852.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,COOK,2014-18,KAZMIERSKI,ALVAREZ,NARCOTICS,"WC,TX",D,41732.0,30,0,30,INSTALLED AND USED,30.0,50.0,67.0,1504.0,358.0,21641.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,COOK,2014-19,KAZMIERSKI,ALVAREZ,NARCOTICS,"WC,TX",D,41740.0,30,0,30,INSTALLED AND USED,28.0,53.0,40.0,1473.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,COOK,2014-20,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41750.0,30,0,30,INSTALLED AND USED,20.0,11.0,4.0,213.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,COOK,2014-21,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41767.0,30,0,30,INSTALLED AND USED,30.0,205.0,34.0,6162.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,COOK,2014-22,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41870.0,30,0,30,INSTALLED AND USED,30.0,8.0,5.0,244.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,COOK,2014-23,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41900.0,30,0,30,INSTALLED AND USED,30.0,72.0,19.0,2154.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,COOK,2014-24,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41929.0,30,0,30,INSTALLED AND USED,9.0,145.0,3.0,1308.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,COOK,2014-25,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41929.0,30,0,30,INSTALLED AND USED,30.0,89.0,17.0,2670.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,COOK,2014-26,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41963.0,30,0,30,INSTALLED AND USED,18.0,61.0,19.0,1091.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,COOK,2014-27,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41963.0,30,0,30,INSTALLED AND USED,30.0,43.0,21.0,1279.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,COOK,2014-28,BIEBEL,ALVAREZ,NARCOTICS,"WC,TX",D,41963.0,30,0,30,INSTALLED AND USED,30.0,45.0,10.0,1349.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,DUPAGE,2014-1,ELSNER,ANDERSON,NARCOTICS,WC,D,41724.0,30,0,30,INSTALLED AND USED,60.0,44.0,178.0,2645.0,997.0,49197.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,DUPAGE,2014-2,ELSNER,ANDERSON,NARCOTICS,WC,D,41744.0,30,0,30,INSTALLED AND USED,7.0,25.0,10.0,175.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,DUPAGE,2014-3,ELSNER,ANDERSON,NARCOTICS,WC,D,41744.0,30,0,30,INSTALLED AND USED,30.0,121.0,10.0,3622.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,DUPAGE,2014-4,ELSNER,ANDERSON,NARCOTICS,WC,D,41767.0,30,0,30,INSTALLED AND USED,30.0,54.0,65.0,1627.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-22,RELATED TO NO. 2014-22
ILLINOIS,DUPAGE,2014-5,ELSNER,ANDERSON,NARCOTICS,WC,D,41767.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,DUPAGE,2014-6,ELSNER,ANDERSON,NARCOTICS,WC,D,41788.0,30,0,30,INSTALLED AND USED,27.0,71.0,69.0,1917.0,733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-22,RELATED TO NO. 2014-22
ILLINOIS,DUPAGE,2014-7,ELSNER,ANDERSON,NARCOTICS,WC,D,41807.0,30,0,30,INSTALLED AND USED,13.0,23.0,4.0,302.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,DUPAGE,2014-8,ELSNER,ANDERSON,NARCOTICS,WC,D,41821.0,30,0,30,INSTALLED AND USED,9.0,18.0,5.0,164.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,DUPAGE,2014-9,ELSNER,ANDERSON,NARCOTICS,WC,D,41821.0,30,0,30,INSTALLED AND USED,90.0,0.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,DUPAGE,2014-10,ELSNER,ANDERSON,NARCOTICS,WC,D,41837.0,30,0,30,INSTALLED AND USED,30.0,116.0,115.0,3472.0,115.0,67935.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,DUPAGE,2014-11,ELSNER,ANDERSON,NARCOTICS,WC,D,41856.0,30,1,60,INSTALLED AND USED,30.0,4.0,10.0,116.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,DUPAGE,2014-12,ELSNER,ANDERSON,NARCOTICS,WC,D,41856.0,30,1,60,INSTALLED AND USED,30.0,51.0,64.0,1527.0,131.0,25773.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,DUPAGE,2014-13,ELSNER,ANDERSON,NARCOTICS,WC,D,41927.0,30,1,60,INSTALLED AND USED,30.0,11.0,16.0,320.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,LAKE,2014-1,ROSETTI,MATHEWS,NARCOTICS,"WC,TX",D,41835.0,30,1,60,INSTALLED AND USED,22.0,2.0,4.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,LAKE,2014-2,ROSETTI,MATHEWS,NARCOTICS,"WC,TX",D,41857.0,30,0,30,INSTALLED AND USED,18.0,20.0,6.0,352.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,LAKE,2014-3,ROSETTI,MATHEWS,NARCOTICS,"WC,TX",D,41899.0,30,0,30,INSTALLED AND USED,27.0,41.0,7.0,1095.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,LAKE,2014-4,ROSETTI,MATHEWS,NARCOTICS,"WC,TX",D,41911.0,30,1,60,INSTALLED AND USED,30.0,63.0,85.0,1876.0,1476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-22,
ILLINOIS,LAKE,2014-5,ROSETTI,MATHEWS,NARCOTICS,"WC,TX",D,41912.0,30,0,30,INSTALLED AND USED,21.0,63.0,151.0,1318.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-22,RELATED TO NO. 2014-22
ILLINOIS,LAKE,2014-6,ROSETTI,MATHEWS,NARCOTICS,"WC,TX",D,41941.0,30,0,30,INSTALLED AND USED,12.0,12.0,4.0,141.0,40.0,575950.0,35400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,LEE,2014-1,ACKERT,SACCO-MILLER,NARCOTICS,WC,D,41647.0,30,0,30,INSTALLED AND USED,60.0,11.0,94.0,631.0,165.0,49873.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,LEE,2014-2,JACOBSON,SACCO-MILLER,$LAUNDERING,WC,D,41837.0,30,0,30,INSTALLED AND USED,12.0,42.0,25.0,498.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,MCHENRY,2014-1,GERHARDT,BIANCHI,NARCOTICS,WC,D,41746.0,30,2,90,INSTALLED AND USED,30.0,33.0,44.0,988.0,415.0,18522.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ILLINOIS,MCHENRY,2014-2,BERG,BIANCHI,NARCOTICS,WC,D,41838.0,30,0,30,INSTALLED AND USED,29.0,68.0,24.0,1983.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-4,
ILLINOIS,WHITE,2014-1,STANLEY,AUD,FIREARMS,OM,H,41975.0,30,0,30,INSTALLED AND USED,30.0,78.0,17.0,2331.0,39.0,10069.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
INDIANA,DAVIESS,2014-1,SOBECKI,MURRIE,NARCOTICS,WC,D,41786.0,30,0,30,INSTALLED AND USED,9.0,119.0,39.0,1067.0,704.0,16800.0,1800.0,50.0,0.0,0.0,0.0,0.0,0.0,,
INDIANA,DAVIESS,2014-2,SOBECKI,MURRIE,NARCOTICS,WC,D,41803.0,30,0,30,INSTALLED AND USED,30.0,125.0,538.0,3736.0,754.0,7280.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
INDIANA,DAVIESS,2014-3,SOBECKI,MURRIE,NARCOTICS,WC,D,41975.0,30,0,30,INSTALLED AND USED,27.0,45.0,598.0,1202.0,532.0,7280.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
INDIANA,LAPORTE,2014-1,STALBRINK,NEARY,MURDER,WC,D,41900.0,30,0,30,INSTALLED AND USED,2.0,62.0,18.0,123.0,53.0,2229.0,519.0,2.0,0.0,0.0,0.0,2.0,0.0,,
INDIANA,MARION,2014-1,ROTHENBERG,CURRY,NARCOTICS,"WC,TX",D,41612.0,30,1,60,INSTALLED AND USED,9.0,30.0,301.0,270.0,164.0,16800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-11
INDIANA,VANDERBURGH,2014-1,PIGMAN,HERMANN,NARCOTICS,"WC,TX",D,41646.0,30,0,30,INSTALLED AND USED,20.0,138.0,739.0,2765.0,756.0,29260.0,7500.0,8.0,0.0,0.0,3.0,0.0,1.0,,
INDIANA,VANDERBURGH,2014-2,PIGMAN,HERMANN,NARCOTICS,"WC,TX",D,41655.0,30,0,30,INSTALLED AND USED,14.0,264.0,183.0,3691.0,958.0,12000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
INDIANA,VANDERBURGH,2014-3,PIGMAN,HERMANN,NARCOTICS,"WC,TX",D,41660.0,30,0,30,INSTALLED AND USED,14.0,97.0,538.0,1360.0,264.0,7280.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
INDIANA,VANDERBURGH,2014-4,PIGMAN,HERMANN,NARCOTICS,"WC,TX",D,41724.0,30,0,30,INSTALLED AND USED,9.0,58.0,598.0,518.0,156.0,5125.0,2625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
INDIANA,VANDERBURGH,2014-5,SHIVLEY,HERMANN,NARCOTICS,"WC,TX",D,41785.0,30,0,30,INSTALLED AND USED,30.0,134.0,379.0,4033.0,1451.0,10160.0,1160.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-11
INDIANA,VANDERBURGH,2014-6,SHIVLEY,HERMANN,NARCOTICS,"WC,TX",D,41803.0,30,0,30,INSTALLED AND USED,43.0,341.0,1036.0,14654.0,2760.0,39500.0,8000.0,55.0,0.0,0.0,0.0,1.0,42.0,,
INDIANA,VANDERBURGH,2014-7,SHIVLEY,HERMANN,NARCOTICS,"WC,TX",D,41818.0,30,0,30,INSTALLED AND USED,30.0,125.0,57.0,3736.0,754.0,21491.0,2760.0,1.0,0.0,0.0,0.0,0.0,0.0,,
INDIANA,VANDERBURGH,2014-8,SHIVLEY,HERMANN,NARCOTICS,"WC,TX",D,41829.0,30,0,30,INSTALLED AND USED,14.0,97.0,57.0,1360.0,264.0,20295.0,1564.0,2.0,0.0,0.0,0.0,0.0,0.0,,
INDIANA,VANDERBURGH,2014-9,SHIVLEY,HERMANN,NARCOTICS,"WC,TX",D,41971.0,30,0,30,INSTALLED AND USED,20.0,135.0,36.0,2707.0,1095.0,14570.0,1570.0,6.0,0.0,0.0,0.0,0.0,0.0,,
INDIANA,VANDERBURGH,2014-10,TROCKMAN,HERMANN,NARCOTICS,"WC,TX",D,41990.0,30,0,30,INSTALLED AND USED,15.0,66.0,301.0,983.0,491.0,16800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,,
INDIANA,VANDERBURGH,2014-11,SHIVLEY,HERMANN,NARCOTICS,"WC,TX",D,41992.0,30,0,30,INSTALLED AND USED,11.0,0.0,NR,NR,NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-1,RELATED TO NO. 2014-1
INDIANA,VANDERBURGH,2014-12,TROCKMAN,HERMANN,NARCOTICS,"WC,TX",D,41992.0,30,0,30,INSTALLED AND USED,6.0,1.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-1,RELATED TO NO. 2014-1
KANSAS,FINNEY,2014-1,VIEUX,RICHMEIER,NARCOTICS,"WC,TX",D,41942.0,30,0,30,INSTALLED AND USED,29.0,29.0,15.0,835.0,326.0,5233.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-1
KANSAS,SALINE,2014-1,YOUNG,MITCHELL,NARCOTICS,"WC,OM,TX","D,O",41677.0,30,0,30,INSTALLED AND USED,22.0,175.0,67.0,3856.0,452.0,10302.0,750.0,6.0,0.0,0.0,0.0,0.0,0.0,,
KANSAS,SALINE,2014-2,YOUNG,MITCHELL,NARCOTICS,"WC,OM,TX","D,O",41696.0,30,0,30,INSTALLED AND USED,30.0,19.0,87.0,568.0,96.0,26898.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,19TH JUDICIAL DISTRICT (EAST BATON ROUGE),2013-1,MARABELLA,MOORE,NARCOTICS,WC,D,41382.0,30,0,30,INSTALLED AND USED,30.0,810.0,26.0,24301.0,9251.0,67000.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,19TH JUDICIAL DISTRICT (EAST BATON ROUGE),2013-2,ERWIN,MOORE,NARCOTICS,WC,D,41396.0,30,0,30,INSTALLED AND USED,30.0,217.0,225.0,6499.0,1872.0,73255.0,625.0,14.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,19TH JUDICIAL DISTRICT (EAST BATON ROUGE),2013-3,ERWIN,MOORE,NARCOTICS,WC,D,41425.0,30,0,30,INSTALLED AND USED,24.0,58.0,52.0,1392.0,226.0,59354.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-2
LOUISIANA,19TH JUDICIAL DISTRICT (EAST BATON ROUGE),2013-4,MARABELLA,MOORE,ROBBERY,WC,D,41544.0,30,0,30,INSTALLED AND USED,1.0,101.0,10.0,101.0,15.0,1555.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,19TH JUDICIAL DISTRICT (EAST BATON ROUGE),2013-5,WHITE,MOORE,NARCOTICS,WC,D,41591.0,30,0,30,INSTALLED AND USED,30.0,74.0,317.0,2220.0,576.0,79581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,19TH JUDICIAL DISTRICT (EAST BATON ROUGE),2013-6,WHITE,MOORE,NARCOTICS,WC,D,41591.0,30,0,30,INSTALLED AND USED,20.0,48.0,151.0,961.0,99.0,79581.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,19TH JUDICIAL DISTRICT (EAST BATON ROUGE),2014-1,WHITE,MOORE,NARCOTICS,WC,D,41654.0,29,0,29,INSTALLED AND USED,29.0,279.0,316.0,8098.0,1601.0,80581.0,5000.0,19.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,19TH JUDICIAL DISTRICT (EAST BATON ROUGE),2014-2,WHITE,MOORE,NARCOTICS,WC,D,41751.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,19TH JUDICIAL DISTRICT (EAST BATON ROUGE),2014-3,WHITE,MOORE,NARCOTICS,WC,D,41751.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,24TH JUDICIAL DISTRICT (JEFFERSON),2014-1,DARENSBURG,CONNICK,BURGLARY,WC,D,41828.0,30,2,90,INSTALLED AND USED,30.0,152.0,633.0,4575.0,317.0,61960.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,24TH JUDICIAL DISTRICT (JEFFERSON),2014-2,DARENSBURG,CONNICK,BURGLARY,WC,D,41856.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,24TH JUDICIAL DISTRICT (JEFFERSON),2014-3,DARENSBURG,CONNICK,BURGLARY,WC,D,41863.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,24TH JUDICIAL DISTRICT (JEFFERSON),2014-4,DARENSBURG,CONNICK,BURGLARY,WC,D,41869.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,24TH JUDICIAL DISTRICT (JEFFERSON),2014-5,DARENSBURG,CONNICK,BURGLARY,WC,D,41873.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,24TH JUDICIAL DISTRICT (JEFFERSON),2014-6,DARENSBURG,CONNICK,BURGLARY,WC,D,41897.0,30,2,90,INSTALLED AND USED,30.0,156.0,23.0,4685.0,1521.0,36430.0,2605.0,4.0,0.0,0.0,0.0,0.0,0.0,,
LOUISIANA,32ND JUDICIAL DISTRICT (TERREBONNE),2014-1,WALKER,RHODES,NARCOTICS,"WC,TX",D,41962.0,30,0,30,INSTALLED AND USED,30.0,116.0,217.0,3485.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-2,RELATED TO NO. 2014-2
MARYLAND,BALTIMORE,2014-1,BALLOU-WATTS,SHELLENBERGER,NARCOTICS,WC,D,41719.0,30,1,60,INSTALLED AND USED,29.0,136.0,208.0,3942.0,113.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,BALTIMORE,2014-2,BALLOU-WATTS,SHELLENBERGER,NARCOTICS,WC,D,41719.0,30,0,30,INSTALLED AND USED,8.0,20.0,20.0,164.0,NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,BALTIMORE,2014-3,BALLOU-WATTS,SHELLENBERGER,NARCOTICS,WC,D,41719.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,BALTIMORE,2014-4,BALLOU-WATTS,SHELLENBERGER,NARCOTICS,WC,D,41739.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,BALTIMORE,2014-5,BALLOU-WATTS,SHELLENBERGER,NARCOTICS,WC,D,41739.0,30,0,30,INSTALLED AND USED,50.0,110.0,178.0,5490.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-14,RELATED TO NO. 2014-14
MARYLAND,BALTIMORE,2014-6,BALLOU-WATTS,SHELLENBERGER,NARCOTICS,WC,D,41739.0,30,0,30,INSTALLED AND USED,20.0,128.0,74.0,2566.0,220.0,18191.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,BALTIMORE,2014-7,BALLOU-WATTS,SHELLENBERGER,NARCOTICS,WC,D,41739.0,30,0,30,INSTALLED AND USED,12.0,8.0,1.0,99.0,NR,19546.0,2480.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,BALTIMORE,2014-8,BALLOU-WATTS,SHELLENBERGER,NARCOTICS,WC,D,41743.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,BALTIMORE,2014-9,BALLOU-WATTS,SHELLENBERGER,NARCOTICS,WC,D,41752.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,BALTIMORE,2014-10,BALLOU-WATTS,SHELLENBERGER,NARCOTICS,WC,D,41752.0,30,0,30,INSTALLED AND USED,59.0,37.0,315.0,2195.0,315.0,35790.0,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-12
MARYLAND,BALTIMORE,2014-11,BALLOU-WATTS,SHELLENBERGER,NARCOTICS,WC,D,41754.0,30,0,30,INSTALLED AND USED,30.0,13.0,36.0,400.0,26.0,36200.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-12
MARYLAND,BALTIMORE CITY,2013-3,DOORY,BERNSTEIN,NARCOTICS,WC,D,41320.0,30,1,60,INSTALLED AND USED,10.0,153.0,55.0,1528.0,1114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-19,
MARYLAND,BALTIMORE CITY,2013-4,DOORY,BERNSTEIN,NARCOTICS,WC,D,41320.0,30,0,30,INSTALLED AND USED,13.0,39.0,NR,513.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,BALTIMORE CITY,2013-5,DOORY,BERNSTEIN,NARCOTICS,WC,D,41333.0,30,0,30,INSTALLED AND USED,36.0,123.0,362.0,4434.0,1259.0,36434.0,6611.0,8.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,BALTIMORE CITY,2013-6,DOORY,BERNSTEIN,NARCOTICS,WC,D,41346.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,BALTIMORE CITY,2013-7,DOORY,BERNSTEIN,NARCOTICS,WC,D,41346.0,30,2,90,INSTALLED AND USED,3.0,372.0,25.0,1115.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-3,RELATED TO NO. 2013-3
MARYLAND,BALTIMORE CITY,2013-8,DOORY,BERNSTEIN,NARCOTICS,WC,D,41346.0,30,2,90,INSTALLED AND USED,17.0,40.0,10.0,683.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-3,RELATED TO NO. 2013-3
