Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating Intercepts,Total Cost ($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"MISSISSIPPI, NORTHERN",2013-6,AYCOCK,O'BRIEN,NARCOTICS,WC,D,41499.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2010-8,WINGATE,BLANCO,NARCOTICS,WC,D,40204.0,30,0,30,INSTALLED AND USED,29.0,144.0,34.0,4190.0,117.0,25878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2010-9,WINGATE,BLANCO,NARCOTICS,WC,D,40359.0,30,1,60,INSTALLED AND USED,60.0,147.0,379.0,8805.0,363.0,46274.0,1514.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2011-5,"JORDAN, III.",BROWN,NARCOTICS,WC,D,40581.0,30,0,30,INSTALLED AND USED,18.0,16.0,24.0,292.0,10.0,24877.0,1425.0,26.0,0.0,0.0,0.0,0.0,4.0,,
"MISSISSIPPI, SOUTHERN",2011-6,"JORDAN, III.",BLANCO,NARCOTICS,WC,D,40680.0,30,2,90,INSTALLED AND USED,89.0,44.0,131.0,3941.0,517.0,94665.0,3250.0,6.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2011-7,"JORDAN, III.",BROWN,NARCOTICS,WC,D,40772.0,30,1,60,INSTALLED AND USED,57.0,7.0,36.0,383.0,57.0,74520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-12
"MISSISSIPPI, SOUTHERN",2011-8,"JORDAN, III.",BROWN,NARCOTICS,TX,D,40785.0,30,1,60,INSTALLED AND USED,45.0,10.0,24.0,459.0,16.0,55890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-12
"MISSISSIPPI, SOUTHERN",2011-9,"JORDAN, III.",BROWN,NARCOTICS,WC,D,40793.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2011-10,"JORDAN, III.",BLANCO,NARCOTICS,"WC,TX",D,40802.0,30,0,30,INSTALLED AND USED,17.0,235.0,20.0,4000.0,140.0,21114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-12
"MISSISSIPPI, SOUTHERN",2011-11,"JORDAN, III.",BROWN,NARCOTICS,WC,D,40819.0,30,0,30,INSTALLED AND USED,14.0,30.0,9.0,419.0,20.0,16883.0,625.0,2.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2011-12,"JORDAN, III.",BLANCO,NARCOTICS,WC,D,40851.0,30,0,30,INSTALLED AND USED,21.0,238.0,14.0,5000.0,75.0,31453.0,2210.0,14.0,0.0,0.0,0.0,0.0,2.0,,
"MISSISSIPPI, SOUTHERN",2011-13,"JORDAN, III.",BLANCO,NARCOTICS,WC,D,40861.0,30,0,30,INSTALLED AND USED,29.0,218.0,204.0,6326.0,660.0,38035.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-6
"MISSISSIPPI, SOUTHERN",2012-3,"JORDAN, III.",BREUER,NARCOTICS,WC,D,40933.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2012-4,"JORDAN, III.",BURETTA,NARCOTICS,WC,D,40933.0,30,0,30,INSTALLED AND USED,25.0,90.0,18.0,2250.0,200.0,38017.0,3272.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-12
"MISSISSIPPI, SOUTHERN",2012-5,"JORDAN, III.",BLANCO,NARCOTICS,WC,D,40942.0,30,1,60,INSTALLED AND USED,51.0,134.0,310.0,6856.0,740.0,55986.0,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2012-6,"JORDAN, III.",WEINSTEIN,NARCOTICS,WC,D,40949.0,30,1,60,INSTALLED AND USED,60.0,215.0,222.0,12928.0,588.0,76070.0,1550.0,11.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2012-7,"JORDAN, III.",BLANCO,NARCOTICS,WC,D,41066.0,30,0,30,INSTALLED AND USED,29.0,213.0,66.0,6167.0,34.0,39559.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2012-8,WINGATE,BROWN,NARCOTICS,WC,D,41087.0,30,0,30,INSTALLED AND USED,29.0,103.0,33.0,3000.0,500.0,47479.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-12
"MISSISSIPPI, SOUTHERN",2012-9,LEE,BROWN,NARCOTICS,WC,D,41095.0,30,0,30,INSTALLED AND USED,15.0,3.0,0.0,42.0,0.0,22013.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2012-10,REEVES,BLANCO,NARCOTICS,"WC,TX",D,41148.0,30,0,30,INSTALLED AND USED,15.0,60.0,16.0,900.0,125.0,30699.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-12
"MISSISSIPPI, SOUTHERN",2013-1,REEVES,BLANCO,NARCOTICS,WC,D,41327.0,30,0,30,INSTALLED AND USED,15.0,164.0,215.0,2455.0,219.0,9410.0,2210.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2013-2,OZERDEN,BLANCO,NARCOTICS,WC,D,41411.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2013-3,OZERDEN,BLANCO,NARCOTICS,"WC,TX",D,41485.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSISSIPPI, SOUTHERN",2013-4,OZERDEN,O'BRIEN,NARCOTICS,"WC,TX",D,41541.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2009-12,STOHR,WEINSTEIN,NARCOTICS,WC,D,40077.0,30,0,30,INSTALLED AND USED,29.0,26.0,1.0,743.0,331.0,20569.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2010-27,HAMILTON,KEENEY,NARCOTICS,WC,D,40154.0,30,2,90,INSTALLED AND USED,88.0,121.0,53.0,10679.0,6311.0,87695.0,8495.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-31
"MISSOURI, EASTERN",2010-28,SIPPEL,BLANCO,NARCOTICS,WC,D,40214.0,30,0,30,INSTALLED AND USED,30.0,131.0,19.0,3925.0,2820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-27,RELATED TO NO. 2010-31
"MISSOURI, EASTERN",2010-29,AUTREY,BLANCO,NARCOTICS,WC,D,40266.0,30,1,60,INSTALLED AND USED,58.0,52.0,88.0,3030.0,1193.0,64190.0,11390.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-31
"MISSOURI, EASTERN",2010-30,WEBBER,BLANCO,NARCOTICS,WC,D,40288.0,30,0,30,INSTALLED AND USED,29.0,92.0,21.0,2669.0,1757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-31,RELATED TO NO. 2010-31
"MISSOURI, EASTERN",2010-31,HAMILTON,BLANCO,NARCOTICS,WC,D,40325.0,30,0,30,INSTALLED AND USED,30.0,244.0,43.0,7306.0,4588.0,31600.0,5200.0,37.0,0.0,0.0,0.0,0.0,19.0,,
"MISSOURI, EASTERN",2010-32,FLEISSIG,BLANCO,NARCOTICS,WC,D,40472.0,30,0,30,INSTALLED AND USED,30.0,41.0,25.0,1242.0,243.0,34628.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2010-33,PERRY,BLANCO,NARCOTICS,WC,D,40498.0,30,0,30,INSTALLED AND USED,29.0,49.0,572.0,1424.0,216.0,41038.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2010-34,JACKSON,BLANCO,NARCOTICS,WC,D,40513.0,30,0,30,INSTALLED AND USED,29.0,33.0,33.0,946.0,162.0,38007.0,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-27
"MISSOURI, EASTERN",2011-26,AUTREY,BLANCO,NARCOTICS,WC,D,40550.0,30,1,60,INSTALLED AND USED,59.0,92.0,26.0,5414.0,776.0,91074.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-27
"MISSOURI, EASTERN",2011-27,WEBBER,BROWN,NARCOTICS,WC,D,40610.0,30,0,30,INSTALLED AND USED,14.0,49.0,18.0,690.0,11.0,23815.0,2850.0,2.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2011-28,WEBBER,BROWN,NARCOTICS,WC,D,40631.0,30,0,30,INSTALLED AND USED,6.0,92.0,22.0,555.0,63.0,3528.0,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-27
"MISSOURI, EASTERN",2012-74,ROSS,BURETTA,NARCOTICS,ED,D,41008.0,30,0,30,INSTALLED AND USED,29.0,2.0,37.0,63.0,19.0,13010.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2012-75,ROSS,WEINSTEIN,NARCOTICS,WC,D,41110.0,30,0,30,INSTALLED AND USED,30.0,60.0,89.0,1789.0,702.0,96731.0,4000.0,11.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2012-76,AUTREY,BLANCO,NARCOTICS,WC,D,41149.0,30,2,90,INSTALLED AND USED,90.0,0.0,3.0,33.0,31.0,114480.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2012-77,FLEISSIG,BROWN,NARCOTICS,WC,D,41157.0,30,1,60,INSTALLED AND USED,58.0,54.0,261.0,3117.0,672.0,125181.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2012-78,ROSS,BROWN,NARCOTICS,WC,D,41185.0,30,0,30,INSTALLED AND USED,15.0,0.0,28.0,5.0,0.0,32280.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-75
"MISSOURI, EASTERN",2012-79,ROSS,HULSER,NARCOTICS,TX,D,41192.0,30,0,30,INSTALLED AND USED,25.0,11.0,35.0,280.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-77,
"MISSOURI, EASTERN",2013-1,ROSS,BLANCO,NARCOTICS,WC,D,41205.0,30,2,90,INSTALLED AND USED,88.0,23.0,300.0,2030.0,1806.0,109296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-2,HAMILTON,HULSER,NARCOTICS,WC,D,41226.0,30,1,60,INSTALLED AND USED,58.0,1.0,42.0,65.0,36.0,66799.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-3,ROSS,RAMAN,NARCOTICS,TX,D,41239.0,30,1,60,INSTALLED AND USED,60.0,0.0,6.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-1,
"MISSOURI, EASTERN",2013-4,HAMILTON,HULSER,NARCOTICS,"WC,TX",D,41242.0,30,1,60,INSTALLED AND USED,46.0,6.0,60.0,262.0,262.0,21955.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-5,JACKSON,O'BRIEN,NARCOTICS,WC,D,41257.0,30,0,30,INSTALLED AND USED,30.0,17.0,38.0,517.0,126.0,54776.0,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-75
"MISSOURI, EASTERN",2013-6,JACKSON,SWARTZ,NARCOTICS,WC,D,41264.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,3007.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-7,ROSS,BLANCO,NARCOTICS,WC,D,41275.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-8,FLEISSIG,O'BRIEN,NARCOTICS,"WC,TX",D,41276.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-9,FLEISSIG,HULSER,NARCOTICS,"WC,TX",D,41277.0,30,1,60,INSTALLED AND USED,58.0,12.0,125.0,703.0,703.0,110142.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-20
"MISSOURI, EASTERN",2013-10,SIPPEL,HULSER,NARCOTICS,"WC,TX",D,41277.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-11,FLEISSIG,HULSER,NARCOTICS,"WC,TX",D,41277.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-12,AUTREY,O'BRIEN,NARCOTICS,"WC,TX",D,41319.0,30,0,30,INSTALLED AND USED,30.0,67.0,61.0,2014.0,583.0,65103.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-13,AUTREY,BLANCO,NARCOTICS,"WC,TX",D,41319.0,30,0,30,INSTALLED AND USED,30.0,14.0,44.0,424.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-20
"MISSOURI, EASTERN",2013-14,AUTREY,O'BRIEN,NARCOTICS,"WC,TX",D,41319.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-15,FLEISSIG,SWARTZ,NARCOTICS,WC,D,41338.0,30,1,60,INSTALLED AND USED,40.0,1.0,10.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-27,
"MISSOURI, EASTERN",2013-16,FLEISSIG,O'BRIEN,NARCOTICS,"WC,TX",D,41338.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-17,FLEISSIG,SWARTZ,NARCOTICS,WC,D,41338.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-18,FLEISSIG,BLANCO,NARCOTICS,WC,D,41355.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,26082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-19,ROSS,O'BRIEN,NARCOTICS,"WC,TX",D,41365.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-20,ROSS,O'BRIEN,NARCOTICS,"WC,TX",D,41365.0,30,0,30,INSTALLED AND USED,29.0,13.0,33.0,368.0,368.0,39048.0,950.0,9.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-21,ROSS,O'BRIEN,NARCOTICS,"WC,TX",D,41365.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-22,ROSS,O'BRIEN,NARCOTICS,"WC,TX",D,41365.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-23,HERNDON,O'BRIEN,NARCOTICS,TX,D,41369.0,30,0,30,INSTALLED AND USED,30.0,130.0,58.0,3887.0,1785.0,29054.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-24,HERNDON,O'BRIEN,NARCOTICS,WO,O,41369.0,30,1,60,INSTALLED AND USED,51.0,1.0,13.0,39.0,34.0,50633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-25,HERNDON,O'BRIEN,NARCOTICS,WO,N,41369.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-26,HERNDON,O'BRIEN,NARCOTICS,EO,D,41369.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-27,FLEISSIG,O'BRIEN,NARCOTICS,WC,D,41376.0,30,0,30,INSTALLED AND USED,29.0,9.0,33.0,271.0,189.0,66989.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-28,HAMILTON,O'BRIEN,NARCOTICS,WC,D,41376.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-29,FLEISSIG,O'BRIEN,NARCOTICS,WC,D,41376.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-30,ROSS,O'BRIEN,NARCOTICS,"WC,TX",D,41389.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-31,FLEISSIG,O'BRIEN,NARCOTICS,"WC,TX",D,41389.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-32,ROSS,O'BRIEN,NARCOTICS,"WC,TX",D,41400.0,30,0,30,INSTALLED AND USED,30.0,1.0,11.0,18.0,17.0,39997.0,950.0,15.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-33,ROSS,O'BRIEN,NARCOTICS,"WC,TX",D,41400.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-34,SIPPEL,O'BRIEN,NARCOTICS,WC,D,41403.0,30,1,60,INSTALLED AND USED,58.0,50.0,187.0,2880.0,1192.0,75161.0,3125.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-35,SIPPEL,O'BRIEN,NARCOTICS,WC,D,41403.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-36,AUTREY,O'BRIEN,NARCOTICS,"WC,TX",D,41404.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-37,JACKSON,O'BRIEN,NARCOTICS,"WC,TX",D,41404.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-38,FLEISSIG,O'BRIEN,NARCOTICS,"WC,TX",D,41417.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-39,HAMILTON,O'BRIEN,NARCOTICS,WC,D,41431.0,30,0,30,INSTALLED AND USED,21.0,0.0,5.0,5.0,0.0,9898.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-40,HAMILTON,O'BRIEN,NARCOTICS,"WC,TX",D,41431.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-41,HAMILTON,O'BRIEN,NARCOTICS,"WC,TX",D,41439.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-42,HAMILTON,BITKOWER,NARCOTICS,"WC,TX",D,41445.0,30,0,30,INSTALLED AND USED,30.0,32.0,36.0,974.0,204.0,43097.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-43,HAMILTON,BITKOWER,NARCOTICS,"WC,TX",D,41445.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-44,HAMILTON,BITKOWER,NARCOTICS,WC,D,41445.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-45,HAMILTON,O'BRIEN,NARCOTICS,"WC,TX",D,41446.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-46,HAMILTON,O'BRIEN,NARCOTICS,"WC,TX",D,41446.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-47,HAMILTON,O'BRIEN,NARCOTICS,WC,R,41449.0,30,0,30,INSTALLED AND USED,30.0,13.0,14.0,381.0,41.0,39972.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-48,HAMILTON,O'BRIEN,NARCOTICS,"WC,TX",D,41449.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-49,JACKSON,BLANCO,NARCOTICS,"WC,TX",D,41464.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-50,JACKSON,BLANCO,NARCOTICS,"WC,TX",D,41465.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-51,JACKSON,BLANCO,NARCOTICS,WC,D,41467.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-52,JACKSON,BLANCO,NARCOTICS,"WC,TX",D,41470.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-53,JACKSON,O'BRIEN,NARCOTICS,"WC,TX",D,41471.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-54,AUTREY,O'BRIEN,NARCOTICS,"WC,TX",D,41480.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-55,ROSS,O'BRIEN,NARCOTICS,"WC,TX",D,41492.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-56,ROSS,BLANCO,NARCOTICS,WC,D,41493.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-57,SIPPEL,O'BRIEN,NARCOTICS,"WC,TX",D,41499.0,30,0,30,INSTALLED AND USED,21.0,24.0,43.0,507.0,417.0,26707.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-58,SIPPEL,O'BRIEN,NARCOTICS,"WC,TX",D,41499.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-59,SIPPEL,O'BRIEN,NARCOTICS,"WC,TX",D,41507.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-60,MURPHY,O'BRIEN,NARCOTICS,WC,D,41526.0,30,0,30,INSTALLED AND USED,30.0,102.0,89.0,3064.0,221.0,42525.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-61,AUTREY,BLANCO,NARCOTICS,"WC,TX",D,41526.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-62,AUTREY,O'BRIEN,NARCOTICS,"WC,TX",D,41528.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"MISSOURI, EASTERN",2013-63,AUTREY,BLANCO,NARCOTICS,"WC,TX",D,41529.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
