Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating  Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related,,
"LOUISIANA, EASTERN",2013-23,ZAINEY,O'BRIEN,NARCOTICS,"WC,TX",D,41592.0,30,0,30,INSTALLED AND USED,11.0,0.0,1.0,NR,NR,14305.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,23
"LOUISIANA, EASTERN",2013-24,BERRIGAN,O'BRIEN,NARCOTICS,WC,D,41604.0,30,0,30,INSTALLED AND USED,29.0,26.0,12.0,743.0,143.0,30418.0,2393.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,24
"LOUISIANA, EASTERN",2014-1,ZAINEY,O'BRIEN,NARCOTICS,"WC,TX",D,41654.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,1
"LOUISIANA, EASTERN",2014-2,BERRIGAN,O'BRIEN,NARCOTICS,"TX,WC",D,41677.0,30,0,30,INSTALLED AND USED,30.0,6.0,5.0,187.0,39.0,37885.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,2
"LOUISIANA, EASTERN",2014-3,BERRIGAN,O'BRIEN,NARCOTICS,"TX,WC",D,41723.0,30,0,30,INSTALLED AND USED,25.0,102.0,21.0,2562.0,100.0,35850.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,3
"LOUISIANA, EASTERN",2014-4,ZAINEY,O'BRIEN,NARCOTICS,"WC,TX",D,41726.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,4
"LOUISIANA, EASTERN",2014-5,ZAINEY,O'BRIEN,NARCOTICS,"WC,TX",D,41739.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,5
"LOUISIANA, EASTERN",2014-6,ZAINEY,O'BRIEN,NARCOTICS,"WC,TX",D,41778.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,6
"LOUISIANA, EASTERN",2014-7,ZAINEY,O'BRIEN,NARCOTICS,"WC,TX",D,41788.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,7
"LOUISIANA, EASTERN",2014-8,ENGLEHARDT,BLANCO,NARCOTICS,"WC,TX",D,41829.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,8
"LOUISIANA, EASTERN",2014-9,FALLON,BITKOWER,NARCOTICS,WC,D,41831.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,9
"LOUISIANA, EASTERN",2014-10,FALLON,BITKOWER,NARCOTICS,WC,D,41875.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,10
"LOUISIANA, EASTERN",2014-11,ENGLEHARDT,BLANCO,NARCOTICS,"WC,TX",D,41879.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,11
"LOUISIANA, EASTERN",2014-12,DUVAL JR.,BITKOWER,NARCOTICS,WC,D,41893.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,12
"LOUISIANA, EASTERN",2014-13,MILAZZO,COMAN,NARCOTICS,WC,D,41904.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,13
"LOUISIANA, EASTERN",2014-14,VANCE,O'BRIEN,NARCOTICS,WC,D,41921.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,14
"LOUISIANA, EASTERN",2014-15,LEMELLE,O'BRIEN,NARCOTICS,WC,D,41922.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,15
"LOUISIANA, EASTERN",2014-16,LEMELLE,BLANCO,NARCOTICS,WC,D,41943.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,16
"LOUISIANA, EASTERN",2014-17,VANCE,O'BRIEN,NARCOTICS,WC,D,41943.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,17
"LOUISIANA, MIDDLE",2013-6,JACKSON,BLANCO,NARCOTICS,"WC,TX",D,41425.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,6
"LOUISIANA, MIDDLE",2014-1,JACKSON,O'BRIEN,NARCOTICS,"WC,TX",D,41718.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,1
"LOUISIANA, MIDDLE",2014-2,JACKSON,BITKOWER,NARCOTICS,"WC,TX",D,41946.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,2
"LOUISIANA, MIDDLE",2014-3,JACKSON,O'BRIEN,NARCOTICS,"WC,TX",D,41967.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,3
"LOUISIANA, WESTERN",2013-17,MINALDI,BLANCO,NARCOTICS,"WC,TX",D,41334.0,30,0,30,INSTALLED AND USED,30.0,57.0,14.0,1699.0,299.0,37025.0,1285.0,7.0,0.0,0.0,0.0,0.0,0.0,,,2013,17
"LOUISIANA, WESTERN",2013-18,MINALDI,O'BRIEN,NARCOTICS,"WC,TX",D,41365.0,30,0,30,INSTALLED AND USED,30.0,164.0,47.0,4906.0,433.0,56535.0,1285.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-17,2013,18
"LOUISIANA, WESTERN",2013-19,HAIK,BREUER,NARCOTICS,WC,D,41397.0,30,0,30,INSTALLED AND USED,10.0,26.0,5.0,258.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-18,RELATED TO NO. 2013-17,2013,19
"LOUISIANA, WESTERN",2013-20,TRIMBLE,O'BRIEN,NARCOTICS,"WC,TX",D,41432.0,30,0,30,INSTALLED AND USED,30.0,164.0,20.0,4921.0,193.0,52316.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-17,2013,20
"LOUISIANA, WESTERN",2013-21,HAIK,O'BRIEN,NARCOTICS,WC,D,41437.0,30,0,30,INSTALLED AND USED,30.0,141.0,15.0,4226.0,276.0,41720.0,1500.0,1.0,0.0,0.0,0.0,0.0,1.0,,,2013,21
"LOUISIANA, WESTERN",2014-1,DRELL,O'BRIEN,NARCOTICS,"WC,TX",D,41719.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,1
"LOUISIANA, WESTERN",2014-2,"HICKS, JR.",O'BRIEN,NARCOTICS,WC,D,41780.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,2
"LOUISIANA, WESTERN",2014-3,"HICKS, JR.",O'BRIEN,NARCOTICS,WC,D,41810.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,3
"LOUISIANA, WESTERN",2014-4,"HICKS, JR.",BITKOWER,NARCOTICS,"WC,TX",D,41820.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,4
"LOUISIANA, WESTERN",2014-5,"HICKS, JR.",O'BRIEN,NARCOTICS,WC,D,41823.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,5
"LOUISIANA, WESTERN",2014-6,"HICKS, JR.",BLANCO,NARCOTICS,"WC,TX",D,41862.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,6
"LOUISIANA, WESTERN",2014-7,"HICKS, JR.",O'BRIEN,NARCOTICS,"WC,TX",D,41863.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,7
MAINE,2012-13,TORRESEN,HULSER,NARCOTICS,"TX,WC",D,41229.0,30,0,30,INSTALLED AND USED,30.0,116.0,24.0,3485.0,1003.0,38485.0,1225.0,15.0,0.0,0.0,0.0,0.0,0.0,,,2012,13
MAINE,2012-14,TORRESEN,SWARTZ,NARCOTICS,"WC,TX",D,41243.0,30,0,30,INSTALLED AND USED,30.0,50.0,24.0,1487.0,713.0,39260.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-13,2012,14
MAINE,2012-15,TORRESEN,O'BRIEN,NARCOTICS,"TX,WC",D,41263.0,30,0,30,INSTALLED AND USED,10.0,88.0,6.0,876.0,262.0,28424.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-13,2012,15
MAINE,2013-19,TORRESEN,O'BRIEN,NARCOTICS,"WC,TX",D,41289.0,30,0,30,INSTALLED AND USED,29.0,559.0,30.0,16220.0,6719.0,53415.0,3083.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-13,2013,19
MAINE,2013-20,TORRESEN,O'BRIEN,NARCOTICS,"TX,WC",D,41418.0,30,1,60,INSTALLED AND USED,60.0,64.0,142.0,3851.0,1287.0,76370.0,1850.0,3.0,0.0,0.0,0.0,0.0,0.0,,,2013,20
MAINE,2013-21,TORRESEN,BLANCO,NARCOTICS,"TX,WC",D,41449.0,30,0,30,INSTALLED AND USED,29.0,23.0,53.0,665.0,146.0,38343.0,2325.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,21
MAINE,2014-1,SINGAL,BLANCO,NARCOTICS,"WC,TX",D,41684.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,1
MAINE,2014-2,TORRESEN,O'BRIEN,NARCOTICS,"WC,TX",D,41723.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,2
MAINE,2014-3,SINGAL,BITKOWER,NARCOTICS,"WC,TX",D,41753.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,3
MAINE,2014-4,TORRESEN,BITKOWER,NARCOTICS,"WC,TX",D,41760.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,4
MAINE,2014-5,WOODCOCK,CALDWELL,NARCOTICS,"WC,TX",D,41865.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,5
MAINE,2014-6,WOODCOCK,CALDWELL,NARCOTICS,WC,D,41894.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,6
MAINE,2014-7,SINGAL,CALDWELL,NARCOTICS,"WC,TX",D,41904.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,7
MAINE,2014-8,LEVY,CALSWELL,NARCOTICS,"WC,TX",D,41904.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,8
MAINE,2014-9,LEVY,BLANCO,NARCOTICS,"WC,TX",D,41922.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,9
MAINE,2014-10,WOODCOCK,BLANCO,NARCOTICS,"WC,TX",D,41939.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,10
MAINE,2014-11,TORRESEN,O'BRIEN,NARCOTICS,"WC,TX",D,41960.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,11
MARYLAND,2010-31,MOTZ,KEENEY,CORRUPTION,WC,D,40445.0,30,0,30,INSTALLED AND USED,30.0,14.0,108.0,413.0,227.0,15446.0,4435.0,2.0,0.0,0.0,0.0,0.0,1.0,,,2010,31
MARYLAND,2011-29,"WILLIAMS, JR.",SWARTZ,NARCOTICS,WC,D,40532.0,30,0,30,INSTALLED AND USED,30.0,2.0,25.0,64.0,64.0,29397.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2011,29
MARYLAND,2011-30,MOTZ,BROWN,NARCOTICS,WC,D,40602.0,30,3,120,INSTALLED AND USED,120.0,46.0,194.0,5494.0,5494.0,105897.0,3997.0,5.0,0.0,0.0,0.0,0.0,2.0,,,2011,30
MARYLAND,2011-31,MOTZ,BROWN,CORRUPTION,WC,D,40620.0,30,1,60,INSTALLED AND USED,60.0,21.0,59.0,1251.0,1251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-30,RELATED TO NO. 2011-30,2011,31
MARYLAND,2011-32,MOTZ,BROWN,CORRUPTION,WC,D,40666.0,30,0,30,INSTALLED AND USED,30.0,8.0,69.0,233.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-30,RELATED TO NO. 2011-30,2011,32
MARYLAND,2012-25,MOTZ,BROWN,NARCOTICS,WC,D,41114.0,30,0,30,INSTALLED AND USED,14.0,24.0,15.0,338.0,172.0,36974.0,576.0,2.0,0.0,0.0,0.0,0.0,2.0,,,2012,25
MARYLAND,2012-26,"QUARLES, JR.",BLANCO,NARCOTICS,WC,D,41162.0,30,2,90,INSTALLED AND USED,85.0,35.0,69.0,2979.0,1043.0,86786.0,16141.0,44.0,0.0,0.0,0.0,0.0,0.0,,,2012,26
MARYLAND,2012-27,MOTZ,BLANCO,NARCOTICS,WC,D,41173.0,30,0,30,INSTALLED AND USED,30.0,27.0,37.0,808.0,595.0,79047.0,1052.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-25,2012,27
MARYLAND,2012-28,CHASANOW,SWARTZ,NARCOTICS,"WC,TX",D,41228.0,30,0,30,INSTALLED AND USED,21.0,55.0,69.0,1150.0,432.0,28961.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-15,2012,28
MARYLAND,2013-12,"QUARLES, JR.",BLANCO,RACKETEERING,WC,D,41194.0,30,3,120,INSTALLED AND USED,95.0,68.0,212.0,6414.0,2172.0,138082.0,12867.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-26,2013,12
MARYLAND,2013-13,MOTZ,HULSER,NARCOTICS,WC,D,41226.0,30,3,120,INSTALLED AND USED,112.0,51.0,169.0,5751.0,3387.0,261409.0,6625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-25,2013,13
MARYLAND,2013-14,MOTZ,HULSER,NARCOTICS,WC,D,41233.0,30,1,60,INSTALLED AND USED,55.0,152.0,159.0,8338.0,2038.0,68880.0,570.0,3.0,0.0,0.0,0.0,0.0,3.0,,,2013,14
MARYLAND,2013-15,BREDAR,SWARTZ,NARCOTICS,WC,D,41243.0,30,0,30,INSTALLED AND USED,30.0,12.0,57.0,360.0,156.0,37018.0,1000.0,7.0,0.0,0.0,0.0,0.0,6.0,,,2013,15
MARYLAND,2013-16,BENNETT,BURETTA,NARCOTICS,WC,D,41257.0,30,0,30,INSTALLED AND USED,30.0,3.0,10.0,84.0,71.0,13410.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2013,16
MARYLAND,2013-17,"QUARLES, JR.",SWARTZ,NARCOTICS,WC,D,41284.0,30,0,30,INSTALLED AND USED,30.0,62.0,55.0,1848.0,1848.0,38910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-26,2013,17
MARYLAND,2013-18,MOTZ,BLANCO,NARCOTICS,"WC,TX",D,41331.0,30,2,90,INSTALLED AND USED,75.0,118.0,246.0,8836.0,1115.0,47585.0,335.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2013,18
MARYLAND,2013-19,RUSSELL,O'BRIEN,NARCOTICS,"WC,TX",D,41360.0,30,1,60,INSTALLED AND USED,60.0,197.0,246.0,11819.0,683.0,75120.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-21,2013,19
MARYLAND,2013-20,BLAKE,O'BRIEN,$LAUNDERING,WC,D,41379.0,30,2,90,INSTALLED AND USED,90.0,5.0,21.0,450.0,223.0,212200.0,7691.0,11.0,0.0,0.0,0.0,0.0,3.0,,,2013,20
MARYLAND,2013-21,RUSSELL,BLANCO,NARCOTICS,"TX,WC",D,41390.0,30,0,30,INSTALLED AND USED,30.0,282.0,104.0,8470.0,112.0,37860.0,600.0,18.0,0.0,0.0,0.0,0.0,0.0,,,2013,21
MARYLAND,2013-22,MOTZ,BLANCO,NARCOTICS,"WC,TX",D,41397.0,30,1,60,INSTALLED AND USED,60.0,112.0,74.0,6717.0,987.0,36870.0,1470.0,3.0,0.0,0.0,0.0,0.0,0.0,,,2013,22
MARYLAND,2013-23,GRIMM,O'BRIEN,CONSPIRACY,WC,D,41403.0,30,0,30,INSTALLED AND USED,30.0,8.0,121.0,244.0,119.0,45848.0,3500.0,3.0,0.0,0.0,0.0,0.0,0.0,,,2013,23
MARYLAND,2013-24,BREDAR,O'BRIEN,NARCOTICS,"TX,WC",D,41407.0,30,0,30,INSTALLED AND USED,15.0,59.0,59.0,886.0,246.0,18955.0,325.0,8.0,0.0,0.0,0.0,0.0,0.0,,,2013,24
MARYLAND,2013-25,BREDAR,O'BRIEN,NARCOTICS,"TX,WC",D,41443.0,30,0,30,INSTALLED AND USED,11.0,41.0,33.0,453.0,74.0,13987.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-24,2013,25
MARYLAND,2013-26,BLAKE,BLANCO,$LAUNDERING,WC,D,41466.0,30,0,30,INSTALLED AND USED,30.0,1.0,10.0,39.0,NR,67862.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-20,2013,26
MARYLAND,2013-27,"QUARLES, JR.",O'BRIEN,BRIBERY,WC,D,41470.0,30,2,90,INSTALLED AND USED,72.0,264.0,35.0,19028.0,2868.0,96514.0,1382.0,4.0,0.0,0.0,0.0,0.0,0.0,,,2013,27
MARYLAND,2014-1,BREDAR,BLANCO,NARCOTICS,WC,D,41612.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,1
MARYLAND,2014-2,BREDAR,O'BRIEN,NARCOTICS,WC,D,41632.0,30,2,90,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,2
MARYLAND,2014-3,BREDAR,O'BRIEN,NARCOTICS,WC,D,41632.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,3
MARYLAND,2014-4,GRIMM,O'BRIEN,NARCOTICS,"WC,TX",D,41649.0,30,4,150,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,4
MARYLAND,2014-5,BREDAR,O'BRIEN,NARCOTICS,WC,D,41654.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,5
MARYLAND,2014-6,BREDAR,O'BRIEN,NARCOTICS,"WC,TX",D,41668.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,6
MARYLAND,2014-7,BREDAR,O'BRIEN,NARCOTICS,"WC,TX",D,41692.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,7
MARYLAND,2014-8,BREDAR,O'BRIEN,NARCOTICS,"WC,TX",D,41692.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,8
MARYLAND,2014-9,MOTZ,BLANCO,NARCOTICS,WC,D,41730.0,30,0,30,INSTALLED AND USED,14.0,23.0,51.0,321.0,7.0,25465.0,625.0,7.0,0.0,0.0,0.0,0.0,7.0,,,2014,9
MARYLAND,2014-10,CHASANOW,BITKOWER,NARCOTICS,"WC,TX",D,41834.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,10
MARYLAND,2014-11,CHASANOW,O'BRIEN,NARCOTICS,WC,D,41865.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,11
MARYLAND,2014-12,BENNETT,O'BRIEN,FIREARMS,"WC,TX",D,41897.0,30,0,30,INSTALLED AND USED,30.0,0.0,NR,NR,NR,164237.0,6715.0,14.0,0.0,0.0,0.0,0.0,0.0,,,2014,12
MARYLAND,2014-13,BENNETT,O'BRIEN,FIREARMS,"WC,TX",D,41897.0,30,0,30,INSTALLED AND USED,30.0,166.0,108.0,4970.0,2329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-12,RELATED TO NO. 2014-12,2014,13
MARYLAND,2014-14,BENNETT,O'BRIEN,FIREARMS,"WC,TX",D,41919.0,30,1,60,INSTALLED AND USED,58.0,38.0,64.0,2202.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-12,RELATED TO NO. 2014-12,2014,14
MARYLAND,2014-15,RUSSELL,BLANCO,NARCOTICS,"WC,TX",D,41932.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,15
MARYLAND,2014-16,BENNETT,O'BRIEN,FIREARMS,"WC,TX",D,41939.0,30,0,30,INSTALLED AND USED,30.0,74.0,41.0,2227.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-12,RELATED TO NO. 2014-12,2014,16
MARYLAND,2014-17,"QUARLES, JR.",BLANCO,FIREARMS,WC,D,41940.0,30,0,30,INSTALLED AND USED,28.0,130.0,170.0,3628.0,115.0,140949.0,60937.0,1.0,0.0,0.0,0.0,0.0,0.0,,,2014,17
MARYLAND,2014-18,"QUARLES, JR.",BLANCO,FIREARMS,WC,D,41940.0,30,0,30,INSTALLED AND USED,29.0,195.0,770.0,5666.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-17,RELATED TO NO. 2014-17,2014,18
MARYLAND,2014-19,RUSSELL,O'BRIEN,NARCOTICS,"WC,TX",D,41963.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2014,19
MASSACHUSETTS,2012-33,GORTON,BROWN,NARCOTICS,WC,D,40921.0,30,1,60,INSTALLED AND USED,39.0,59.0,76.0,2296.0,1166.0,83468.0,6400.0,3.0,0.0,0.0,0.0,0.0,2.0,,,2012,33
MASSACHUSETTS,2012-34,PONSOR,BLANCO,NARCOTICS,"WC,TX",D,40957.0,30,1,60,INSTALLED AND USED,57.0,84.0,65.0,4815.0,714.0,184282.0,7442.0,3.0,0.0,0.0,0.0,0.0,2.0,,,2012,34
MASSACHUSETTS,2012-35,GORTON,BLANCO,NARCOTICS,WC,D,40976.0,30,0,30,INSTALLED AND USED,30.0,75.0,130.0,2241.0,880.0,66639.0,6400.0,2.0,0.0,0.0,0.0,0.0,0.0,,,2012,35
MASSACHUSETTS,2012-36,TAURO,BROWN,NARCOTICS,WC,D,41001.0,30,0,30,INSTALLED AND USED,12.0,46.0,70.0,554.0,503.0,19705.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2012,36
MASSACHUSETTS,2012-37,TAURO,BLANCO,NARCOTICS,"WC,TX",D,41040.0,30,2,90,INSTALLED AND USED,90.0,194.0,50.0,17450.0,6427.0,111780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-42,2012,37
MASSACHUSETTS,2012-38,TAURO,BLANCO,NARCOTICS,"WC,TX",D,41053.0,30,3,120,INSTALLED AND USED,91.0,50.0,180.0,4593.0,1486.0,78150.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-42,2012,38
MASSACHUSETTS,2012-39,O'TOOLE,BLANCO,NARCOTICS,"WC,TX",D,41064.0,30,1,60,INSTALLED AND USED,59.0,126.0,75.0,7429.0,681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-34,RELATED TO NO. 2012-34,2012,39
MASSACHUSETTS,2012-40,TAURO,WEINSTEIN,NARCOTICS,"TX,WC",D,41066.0,30,3,120,INSTALLED AND USED,111.0,6.0,72.0,708.0,336.0,103450.0,3450.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-42,2012,40
