filename,Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-81,ATLAS,,NARCOTICS,WC,D,41865.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,21.0,43,609,138,27106.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-83,MARMOLEJO,,NARCOTICS,"WC,TX",D,41782.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,,,,,56038.0,5100.0,3.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-86,SALDANA,,NARCOTICS,TX,D,41892.0,30.0,0.0,30.0,INSTALLED AND USED,6.0,2.0,4,16,0,12800.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-87,ELLISON,,NARCOTICS,WC,D,41890.0,30.0,0.0,30.0,INSTALLED AND USED,18.0,,,,,27106.0,1700.0,3.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-89,SALDANA,,NARCOTICS,TX,D,41893.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,474.0,133,"13,771","3,865",27406.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-91,ELLISON,O'BRIEN,DRUGS - ILLEGAL,WC,D,41904.0,30.0,0.0,30.0,INSTALLED AND USED,25.0,76.0,132,"1,911",319,123454.0,59362.0,3.0,0.0,,,,0.0,RELATED TO NO. 2014-104
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-93,ELLISON,,NARCOTICS,WC,D,41841.0,30.0,1.0,60.0,INSTALLED AND USED,42.0,49.0,60,"2,092",380,37954.0,1316.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-94,HARMON,,NARCOTICS,WC,D,41907.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,,,,,55136.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-95,ELLISON,,NARCOTICS,WC,D,41906.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,14.0,59,428,176,47133.0,2625.0,6.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-98,SALDANA,,NARCOTICS,WC,D,41913.0,30.0,0.0,30.0,INSTALLED AND USED,27.0,78.0,15,"2,111",364,26548.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-101,ELLISON,,NARCOTICS,"WC,TX",D,41918.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,,,,,38453.0,1298.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-103,SALDANA,,NARCOTICS,TX,D,41936.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,101.0,83,"3,058","1,245",27406.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-104,ELLISON,O'BRIEN,DRUGS - ILLEGAL,WC,D,41948.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,83.0,123,"2,515",288,123454.0,59362.0,3.0,0.0,,,,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-106,MARMOLEJO,,NARCOTICS,TX,D,41947.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,17.0,7,511,120,27701.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-107,GARCIA,,NARCOTICS,"WC,TX",D,41926.0,30.0,1.0,60.0,INSTALLED AND USED,55.0,153.0,45,"8,426","3,243",53244.0,1286.0,13.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-108,MILLER,,NARCOTICS,"WC,TX",D,41934.0,30.0,1.0,60.0,INSTALLED AND USED,45.0,12.0,53,582,209,43793.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-111,ELLISON,,NARCOTICS,WC,D,41950.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,110.0,15,"3,200","1,634",28202.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-114,HITTNER,,NARCOTICS,"WC,TX",D,41947.0,30.0,1.0,60.0,INSTALLED AND USED,45.0,,,,,58252.0,6800.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-387,SALDANA,BLANCO,CONSPIRACY,"WC,TX",D,41766.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2014-389,SALDANA,BLANCO,CONSPIRACY,"WC,TX",D,41838.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-159,SALDANA,,NARCOTICS,TX,D,41932.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,329.0,44,"19,138","3,274",50000.0,4000.0,1.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-162,HUGHES,,NARCOTICS,WC,D,42034.0,30.0,0.0,30.0,INSTALLED AND USED,17.0,83.0,95,"1,425",166,27452.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-163,ALVAREZ,,NARCOTICS,WC,D,42030.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,12.0,19,263,19,26375.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-165,HOYT,,NARCOTICS,"WC,TX",D,42034.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,47.0,74,"1,365",305,54504.0,3000.0,1.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-167,SALDANA,,NARCOTICS,TX,D,42038.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,294.0,11,"8,537","1,067",56000.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-169,LAKE,,NARCOTICS,"WC,TX",D,42046.0,30.0,0.0,30.0,INSTALLED AND USED,27.0,58.0,54,"1,586",858,28250.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-172,LAKE,,NARCOTICS,"WC,TX",D,42041.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,30.0,39,884,347,27325.0,1575.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-174,LAKE,,NARCOTICS,TX,D,42055.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,30.0,17,432,119,27980.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-175,LAKE,,NARCOTICS,WC,D,42045.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,40.0,15,"1,164",105,27450.0,1700.0,4.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-177,LAKE,,NARCOTICS,WC,D,42060.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,0.0,0,0,0,12615.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-179,SALDANA,,NARCOTICS,WC,D,42046.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,,,,,27798.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-182,HOYT,,NARCOTICS,WC,D,42019.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,56.0,34,"3,283",475,53185.0,1285.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-184,SALDANA,,NARCOTICS,TX,D,42067.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,0.0,0,0,0,37126.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-185,ALVAREZ,,NARCOTICS,WC,D,42067.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,26775.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-188,HINOJOSA,,NARCOTICS,"WC,TX",D,42069.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,26793.0,643.0,2.0,0.0,0.0,0.0,0.0,2.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-189,CRANE,,NARCOTICS,TX,D,42069.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,55388.0,4000.0,8.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-191,ROSENTHAL,,NARCOTICS,WC,D,42093.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,0.0,0,0,0,15377.0,5100.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-193,SALDANA,,NARCOTICS,WC,D,41927.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,,,,,52385.0,1285.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-194,MARMOLEJO,,NARCOTICS,TX,D,42074.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,0,0,0,26336.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-198,HARMON,,NARCOTICS,WC,D,42076.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,20.0,24,600,128,26337.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-200,HARMON,,NARCOTICS,WC,D,42080.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,8.0,8,247,62,26344.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-202,SALDANA,,NARCOTICS,WC,D,42019.0,30.0,2.0,90.0,INSTALLED AND USED,76.0,,,,,55900.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-204,HARMON,,NARCOTICS,"WC,TX",D,42082.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,77.0,25,"2,256",669,69360.0,7700.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-205,SALDANA,,NARCOTICS,TX,D,42097.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,31.0,9,900,350,41554.0,3013.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-207,ROSENTHAL,,NARCOTICS,TX,D,42097.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,96.0,16,"2,801",990,27694.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-209,ROSENTHAL,,NARCOTICS,"WC,TX",D,42097.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,25.0,34,777,59,41777.0,2325.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-212,HUGHES,,NARCOTICS,WC,D,42114.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,143.0,426,"4,155",767,53713.0,2325.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-213,ROSENTHAL,,NARCOTICS,TX,D,42121.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,27350.0,1600.0,4.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-215,GILMORE,,NARCOTICS,TX,D,42136.0,30.0,0.0,30.0,INSTALLED AND USED,16.0,4.0,8,70,31,17331.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-218,GILMORE,,NARCOTICS,"WC,TX",D,42142.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,0.0,0,0,0,18333.0,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-220,SALDANA,,NARCOTICS,"WC,TX",D,42131.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,143.0,20,"4,315","1,600",27750.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-221,SALDANA,,NARCOTICS,"WC,TX",D,42048.0,30.0,1.0,60.0,INSTALLED AND USED,55.0,60.0,27,"3,349",953,42169.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-223,GONZALES RAMOS,CALDWELL,CONSPIRACY,WC,"D,R",42167.0,30.0,0.0,30.0,INSTALLED AND USED,11.0,157.0,,"1,729",242,35710.0,825.0,0.0,0.0,,,,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-224,ROSENTHAL,,NARCOTICS,TX,D,42122.0,30.0,1.0,60.0,INSTALLED AND USED,44.0,663.0,170,"29,175","5,253",55537.0,14000.0,1.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-226,CRANE,,NARCOTICS,WC,D,42156.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,63.0,21,"1,789",105,27449.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-228,CRANE,SUH,CONSPIRACY,EO,D,42157.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,67.0,,"2,019","1,290",37741.0,1013.0,,,,,,,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-229,HAYDEN,,NARCOTICS,TX,D,42143.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,783.0,170,"22,724","5,561",31872.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-232,MILLER,,NARCOTICS,"WC,TX",D,42159.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,34.0,90,"1,005",213,26319.0,625.0,1.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-234,MILLER,,NARCOTICS,WC,D,42157.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,85.0,75,"2,465",260,26374.0,625.0,4.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-235,MILLER,,NARCOTICS,WC,D,42156.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,28.0,35,830,123,26374.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-237,MILLER,,NARCOTICS,TX,D,42159.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,1116.0,276,"32,377","7,499",71930.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-240,SALDANA,,NARCOTICS,TX,D,42066.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,149.0,130,"8,687","1,286",44481.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-241,MILLER,,NARCOTICS,WC,D,42165.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,15.0,63,400,189,26393.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-244,ATLAS,,NARCOTICS,"WC,TX",D,42177.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,33.0,10,500,40,17817.0,1700.0,4.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-245,MILLER,,NARCOTICS,TX,D,42173.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,5.0,2,156,86,27694.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-248,MILLER,,NARCOTICS,WC,D,42186.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,46.0,71,"1,353",352,26393.0,643.0,4.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-250,SALDANA,,NARCOTICS,"WC,TX",D,42107.0,30.0,2.0,90.0,INSTALLED AND USED,89.0,216.0,74,"19,255","6,632",70763.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-251,HANKS,,NARCOTICS,"WC,TX",D,42198.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,8.0,144,258,50,27394.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-252,CRANE,,NARCOTICS,TX,D,42192.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,16.0,2,480,0,30606.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-256,ATLAS,,NARCOTICS,WC,D,42201.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,52655.0,1267.0,1.0,0.0,0.0,0.0,0.0,1.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-257,CRANE,SUH,CONSPIRACY,"WC,TX",D,42205.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,38.0,,"1,149",415,38013.0,1285.0,,,,,,,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-258,GARCIA MARMOLEJO,,NARCOTICS,AP,D,42206.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,2206.0,38,"63,996",255,25694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-262,ELLISON,,NARCOTICS,WC,D,42213.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,85.0,75,"2,465",260,37435.0,2325.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-263,ALVAREZ,,NARCOTICS,TX,D,42212.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,4.0,5,120,28,29694.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-264,HANEN,,NARCOTICS,WC,D,42216.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,68.0,38,"1,976",442,26336.0,642.0,3.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-267,ALVAREZ,,NARCOTICS,WC,D,42215.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,184.0,182,"5,549",732,26319.0,625.0,8.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-268,LAKE,,NARCOTICS,"WC,TX",D,42041.0,30.0,2.0,90.0,INSTALLED AND USED,87.0,,,,,79124.0,1930.0,1.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-270,ELLISON,,NARCOTICS,"WC,TX",D,42235.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,31.0,41,916,203,27106.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-273,ATLAS,,NARCOTICS,"WC,TX",D,42240.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,62.0,30,"1,816","1,000",28250.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-275,HITTNER,,NARCOTICS,WC,D,42256.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,3.0,4,68,34,26375.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-276,HITTNER,,NARCOTICS,TX,D,42166.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,104.0,43,"6,140","1,086",45453.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-277,SALDANA,,NARCOTICS,TX,D,42200.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,188.0,60,"10,917","3,022",66384.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-280,HITTNER,,NARCOTICS,"WC,TX",D,42251.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,217.0,324,"6,519","1,375",26625.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-283,ELLISON,,NARCOTICS,"WC,TX",D,42227.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,98.0,49,"5,737",747,54900.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-285,HITTNER,,NARCOTICS,WC,D,42276.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,0.0,2,12,0,26607.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-286,SALDANA,,NARCOTICS,WC,D,42284.0,30.0,0.0,30.0,INSTALLED AND USED,8.0,,,,,28700.0,2950.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-289,HITTNER,,NARCOTICS,WC,D,42276.0,30.0,0.0,30.0,INSTALLED AND USED,17.0,84.0,12,"1,430",381,27394.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-290,ALVAREZ,,NARCOTICS,TX,D,42257.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,50.0,23,"1,519","1,025",27694.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-292,SALDANA,,NARCOTICS,WC,D,42264.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,26375.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-294,OLVERA,,NARCOTICS,WC,D,42263.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,11.0,2,334,46,26375.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-297,SALDANA,,NARCOTICS,"WC,TX",D,42271.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,23.0,22,679,212,16847.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-298,CRANE,BLANCO,CONSPIRACY,"WC,TX",D,42268.0,30.0,1.0,60.0,INSTALLED AND USED,43.0,28.0,,"1,222",422,119956.0,2570.0,,,,,,,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-299,ELLISON,,NARCOTICS,WC,D,42220.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,88.0,40,"5,224",602,107538.0,4650.0,3.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-301,SALDANA,,NARCOTICS,WC,D,42285.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,116.0,15,"3,382","1,361",26391.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-302,HITTNER,,NARCOTICS,"WC,TX",D,42285.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,234.0,101,"6,796",738,26375.0,625.0,1.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-305,HUGHES,,NARCOTICS,WC,D,42277.0,30.0,1.0,60.0,INSTALLED AND USED,39.0,127.0,40,"4,983",874,35539.0,1285.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-307,ELLISON,,NARCOTICS,WC,D,42291.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,10.0,34,307,72,28806.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-309,CRANE,,NARCOTICS,"WC,TX",D,42303.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,65.0,19,"1,315",467,25483.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-311,SALDANA,,NARCOTICS,WC,D,42293.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,90.0,75,"2,614",2,26374.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-313,HUGHES,,NARCOTICS,TX,D,42297.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,44625.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-316,ATLAS,,NARCOTICS,TX,D,42244.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,146.0,61,"8,663","1,396",103985.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-318,HITTNER,,NARCOTICS,"WC,TX",D,42306.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,82.0,47,"1,727",752,26375.0,625.0,4.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-320,HUGHES,,NARCOTICS,WC,D,42300.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,20.0,21,601,61,26375.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-321,SALDANA,,NARCOTICS,"WC,TX",D,42304.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,53669.0,2225.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016-sheet-0.csv,"TEXAS, SOUTHERN",2015-323,ALVAREZ,BLANCO,DRUGS - ILLEGAL,"TX,EO",D,42306.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,461.0,28,"13,853","7,070",62918.0,1013.0,,,,,,,
