Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating  Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"LOUISIANA, EASTERN",2009-6,LEMMON,BLANCO,GAMBLING,WC,D,40086.0,30,1,60,INSTALLED AND USED,60.0,27.0,70.0,1603.0,593.0,80000.0,40000.0,11.0,0.0,0.0,0.0,0.0,11.0,,
"LOUISIANA, EASTERN",2009-7,LEMMON,BLANCO,GAMBLING,WC,D,40147.0,30,0,30,INSTALLED AND USED,30.0,0.0,7.0,7.0,1.0,40000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2009-6
"LOUISIANA, EASTERN",2010-13,LEMMON,BLANCO,GAMBLING,WC,D,40147.0,30,3,120,INSTALLED AND USED,120.0,59.0,150.0,7051.0,2224.0,160000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2009-6
"LOUISIANA, EASTERN",2011-10,FELDMAN,BLANCO,NARCOTICS,WC,D,40753.0,30,0,30,INSTALLED AND USED,30.0,345.0,68.0,10339.0,1126.0,28805.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2012-15,LEMELLE,BLANCO,$LAUNDERING,WC,D,40955.0,30,0,30,INSTALLED AND USED,30.0,169.0,32.0,5063.0,957.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-10,
"LOUISIANA, EASTERN",2012-16,LEMELLE,BROWN,$LAUNDERING,WC,D,40991.0,30,0,30,INSTALLED AND USED,30.0,684.0,3.0,20526.0,1807.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-10,
"LOUISIANA, EASTERN",2012-17,VANCE,BLANCO,NARCOTICS,WC,D,41031.0,30,0,30,INSTALLED AND USED,30.0,690.0,16.0,20689.0,720.0,32918.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2013-25,BARBIER,BURETTA,NARCOTICS,WC,D,41276.0,30,0,30,INSTALLED AND USED,30.0,31.0,23.0,921.0,0.0,21845.0,1500.0,20.0,0.0,0.0,0.0,1.0,18.0,,
"LOUISIANA, EASTERN",2013-26,BARBIER,O'BRIEN,NARCOTICS,WC,D,41291.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-25,RELATED TO NO. 2013-25
"LOUISIANA, EASTERN",2013-27,VANCE,BLANCO,NARCOTICS,WC,D,41298.0,30,1,60,INSTALLED AND USED,60.0,86.0,17.0,5156.0,1343.0,305533.0,1500.0,3.0,0.0,0.0,0.0,0.0,3.0,,
"LOUISIANA, EASTERN",2013-28,AFRICK,HULSER,NARCOTICS,WC,D,41324.0,30,0,30,INSTALLED AND USED,30.0,208.0,57.0,6252.0,135.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-25,RELATED TO NO. 2013-25
"LOUISIANA, EASTERN",2013-29,BARBIER,O'BRIEN,NARCOTICS,WC,D,41348.0,30,1,60,INSTALLED AND USED,60.0,333.0,692.0,20005.0,576.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-25,RELATED TO NO. 2013-25
"LOUISIANA, EASTERN",2013-30,VANCE,O'BRIEN,NARCOTICS,WC,D,41366.0,30,0,30,INSTALLED AND USED,30.0,24.0,13.0,711.0,500.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-27,RELATED TO NO. 2013-27
"LOUISIANA, EASTERN",2013-31,FALLON,BLANCO,NARCOTICS,WC,D,41536.0,30,0,30,INSTALLED AND USED,22.0,7.0,2.0,146.0,69.0,27967.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2013-32,ZAINEY,O'BRIEN,NARCOTICS,WC,D,41575.0,30,0,30,INSTALLED AND USED,30.0,1170.0,46.0,35091.0,1376.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-17,
"LOUISIANA, EASTERN",2014-18,ZAINEY,BLANCO,NARCOTICS,"WC,TX",D,41611.0,30,0,30,INSTALLED AND USED,29.0,374.0,40.0,10835.0,2320.0,37903.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2014-19,ZAINEY,O'BRIEN,NARCOTICS,WC,D,41654.0,30,0,30,INSTALLED AND USED,30.0,437.0,7.0,13117.0,576.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-17,
"LOUISIANA, EASTERN",2014-20,ZAINEY,BITKOWER,NARCOTICS,"WC,TX",D,41675.0,30,1,60,INSTALLED AND USED,58.0,61.0,40.0,3538.0,656.0,73986.0,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2014-21,ZAINEY,BLANCO,NARCOTICS,"WC,TX",D,41725.0,30,2,90,INSTALLED AND USED,73.0,227.0,193.0,16547.0,722.0,109179.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2014-22,ZAINEY,O'BRIEN,NARCOTICS,"WC,TX",D,41738.0,30,0,30,INSTALLED AND USED,23.0,83.0,20.0,1898.0,142.0,28919.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2014-23,"DUVAL, JR.",BITKOWER,NARCOTICS,WC,D,41892.0,30,0,30,INSTALLED AND USED,30.0,898.0,8295.0,26945.0,1387.0,70976.0,1500.0,51.0,0.0,0.0,0.0,0.0,8.0,,
"LOUISIANA, EASTERN",2014-24,"DUVAL, JR.",BITKOWER,NARCOTICS,WC,D,41893.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2014-25,MILAZZO,O'BRIEN,EXTORTION,WC,D,41904.0,30,1,60,INSTALLED AND USED,60.0,101.0,130.0,6075.0,217.0,37485.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2014-26,VANCE,O'BRIEN,NARCOTICS,WC,D,41921.0,30,0,30,INSTALLED AND USED,30.0,898.0,5759.0,26937.0,1766.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-23,RELATED TO NO. 2014-23
"LOUISIANA, EASTERN",2014-27,MORGAN,O'BRIEN,CORRUPTION,WC,D,41926.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2014-28,VANCE,O'BRIEN,NARCOTICS,WC,D,41943.0,30,0,30,INSTALLED AND USED,30.0,69.0,1007.0,2059.0,886.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-23,RELATED TO NO. 2014-23
"LOUISIANA, EASTERN",2015-1,MORGAN,O'BRIEN,FRAUD,WO,"D,O",41926.0,30,1,60,INSTALLED AND USED,60.0,190.0,3255.0,11425.0,95.0,139991.0,4214.0,1.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-2,BARBIER,CALDWELL,NARCOTICS,WC,D,41988.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-3,BERRIGAN,CALDWELL,NARCOTICS,WC,D,42068.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-4,MORGAN,BITKOWER,NARCOTICS,"WC,TX",D,42090.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-5,MORGAN,BITKOWER,NARCOTICS,WC,D,42090.0,30,0,30,INSTALLED AND USED,30.0,170.0,6218.0,5102.0,629.0,34256.0,1500.0,8.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-6,FELDMAN,O'BRIEN,NARCOTICS,"WC,TX",D,42109.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-7,VANCE,BLANCO,NARCOTICS,WC,D,42121.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-8,AFRICK,CALDWELL,NARCOTICS,"WC,TX,EO",D,42122.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-9,VANCE,O'BRIEN,NARCOTICS,WC,D,42145.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-10,ZAINEY,O'BRIEN,NARCOTICS,"WC,TX",D,42150.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-11,ZAINEY,O'BRIEN,NARCOTICS,WC,D,42150.0,30,0,30,INSTALLED AND USED,30.0,273.0,3006.0,8190.0,285.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-25,RELATED TO NO. 2013-25
"LOUISIANA, EASTERN",2015-12,AFRICK,CALDWELL,NARCOTICS,"WC,TX,EO",D,42156.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-13,FELDMAN,O'BRIEN,NARCOTICS,"WC,TX",D,42160.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-14,MILAZZO,CALDWELL,NARCOTICS,"WC,TX,EO",D,42177.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-15,MILAZZO,O'BRIEN,NARCOTICS,WC,D,42177.0,30,0,30,INSTALLED AND USED,26.0,179.0,7.0,4661.0,68.0,68704.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-16,LEMMON,O'BRIEN,NARCOTICS,"WC,TX",D,42187.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-17,LEMMON,O'BRIEN,NARCOTICS,WC,R,42187.0,30,0,30,INSTALLED AND USED,29.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-25,RELATED TO NO. 2013-25
"LOUISIANA, EASTERN",2015-18,LEMMON,O'BRIEN,NARCOTICS,"WC,TX",D,42202.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-19,LEMMON,O'BRIEN,NARCOTICS,WC,D,42202.0,30,0,30,INSTALLED AND USED,29.0,408.0,23.0,11836.0,3300.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-25,RELATED TO NO. 2013-25
"LOUISIANA, EASTERN",2015-20,AFRICK,CALDWELL,NARCOTICS,"WC,TX,EO",D,42206.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-21,ENGLEHARDT,O'BRIEN,NARCOTICS,"WC,TX",D,42234.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-22,FALLON,CALDWELL,DRUGS,WC,D,42235.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-23,AFRICK,CALDWELL,NARCOTICS,"WC,TX,EO",D,42241.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-24,BARBIER,CALDWELL,NARCOTICS,"WC,TX",D,42250.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-25,AFRICK,BLANCO,NARCOTICS,WC,D,42256.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-26,AFRICK,BLANCO,NARCOTICS,WC,D,42256.0,30,0,30,INSTALLED AND USED,30.0,0.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-15,
"LOUISIANA, EASTERN",2015-27,ENGLEHARDT,CALDWELL,NARCOTICS,"WC,TX",D,42263.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-28,BARBIER,CALDWELL,NARCOTICS,"WC,TX",D,42279.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-29,FALLON,DOWNING,DRUGS,WC,D,42286.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-30,AFRICK,CALDWELL,NARCOTICS,"WC,TX,EO",D,42297.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-31,BARBIER,CALDWELL,NARCOTICS,"WC,TX",D,42314.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, EASTERN",2015-32,AFRICK,CALDWELL,NARCOTICS,"WC,TX,EO",D,42359.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, MIDDLE",2013-7,DAVIS,O'BRIEN,NARCOTICS,"WC,TX",D,41387.0,30,1,60,INSTALLED AND USED,50.0,350.0,119.0,17480.0,4909.0,63350.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, MIDDLE",2013-8,JACKSON,O'BRIEN,NARCOTICS,"WC,TX",D,41466.0,30,1,60,INSTALLED AND USED,57.0,76.0,161.0,4340.0,798.0,72044.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, MIDDLE",2014-4,JACKSON,O'BRIEN,NARCOTICS,"WC,TX",D,41717.0,30,0,30,INSTALLED AND USED,29.0,306.0,8.0,8864.0,824.0,25777.0,625.0,5.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, MIDDLE",2015-1,JACKSON,BLANCO,NARCOTICS,"WC,TX",D,42025.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, MIDDLE",2015-2,JACKSON,BLANCO,NARCOTICS,WC,D,42083.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, MIDDLE",2015-3,DICK,BITKOWER,OTHER,WC,D,42151.0,30,0,30,INSTALLED NOT USED,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, MIDDLE",2015-4,JACKSON,SUH,NARCOTICS,WC,D,42192.0,30,1,60,INSTALLED AND USED,60.0,77.0,23.0,4611.0,0.0,212126.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2011-5,JAMES,BROWN,NARCOTICS,WC,D,40658.0,30,1,60,INSTALLED AND USED,60.0,551.0,33.0,33039.0,2438.0,26894.0,1500.0,40.0,3.0,0.0,0.0,0.0,29.0,,
"LOUISIANA, WESTERN",2011-6,JAMES,BLANCO,NARCOTICS,WC,D,40736.0,30,0,30,INSTALLED AND USED,30.0,186.0,11.0,5584.0,419.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-5,RELATED TO NO. 2011-5
"LOUISIANA, WESTERN",2011-7,JAMES,BLANCO,NARCOTICS,WC,D,40798.0,30,0,30,INSTALLED AND USED,30.0,306.0,19.0,9177.0,461.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-5,RELATED TO NO. 2011-5
"LOUISIANA, WESTERN",2012-18,FOOTE,BLANCO,NARCOTICS,WC,D,41075.0,30,0,30,INSTALLED AND USED,30.0,431.0,30.0,12916.0,407.0,72845.0,1500.0,2.0,0.0,2.0,0.0,0.0,1.0,,
"LOUISIANA, WESTERN",2012-19,FOOTE,BLANCO,NARCOTICS,WC,D,41088.0,30,0,30,INSTALLED AND USED,30.0,405.0,108.0,12143.0,311.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-18,RELATED TO NO. 2012-18
"LOUISIANA, WESTERN",2013-22,"HAIK, SR.",O'BRIEN,NARCOTICS,WC,D,41466.0,30,0,30,INSTALLED AND USED,30.0,435.0,18.0,13037.0,838.0,43396.0,1500.0,4.0,0.0,0.0,0.0,0.0,1.0,,
"LOUISIANA, WESTERN",2013-23,"HAIK, SR.",BITKOWER,NARCOTICS,WC,D,41502.0,30,0,30,INSTALLED AND USED,30.0,193.0,16.0,5797.0,135.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-22,RELATED TO NO. 2013-22
"LOUISIANA, WESTERN",2013-24,"HAIK, SR.",BLANCO,NARCOTICS,WC,D,41521.0,30,0,30,INSTALLED AND USED,30.0,56.0,4.0,1685.0,117.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-22,RELATED TO NO. 2013-22
"LOUISIANA, WESTERN",2014-8,DRELL,O'BRIEN,NARCOTICS,WC,D,41719.0,30,1,60,INSTALLED AND USED,60.0,293.0,27.0,17603.0,741.0,61090.0,1500.0,0.0,0.0,0.0,0.0,0.0,20.0,,
"LOUISIANA, WESTERN",2014-9,"HICKS, JR.",O'BRIEN,NARCOTICS,"WC,TX",D,41754.0,30,1,60,INSTALLED AND USED,58.0,337.0,15.0,19540.0,2418.0,78120.0,3600.0,7.0,0.0,0.0,1.0,0.0,2.0,,
"LOUISIANA, WESTERN",2014-10,"HICKS, JR.",O'BRIEN,NARCOTICS,WC,D,41779.0,30,0,30,INSTALLED AND USED,15.0,66.0,15.0,996.0,93.0,19255.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-11
"LOUISIANA, WESTERN",2014-11,"HICKS, JR.",O'BRIEN,NARCOTICS,WC,D,41809.0,30,0,30,INSTALLED AND USED,12.0,683.0,10.0,8199.0,138.0,16646.0,500.0,7.0,0.0,0.0,1.0,0.0,2.0,,
"LOUISIANA, WESTERN",2014-12,"HICKS, JR.",BITKOWER,NARCOTICS,"WC,TX",D,41814.0,30,0,30,INSTALLED AND USED,27.0,16.0,4.0,440.0,234.0,35409.0,1875.0,1.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2014-13,"HICKS, JR.",O'BRIEN,NARCOTICS,WC,D,41823.0,30,1,60,INSTALLED AND USED,60.0,2.0,29.0,124.0,7.0,42813.0,1500.0,7.0,0.0,0.0,1.0,0.0,0.0,,
"LOUISIANA, WESTERN",2014-14,"HICKS, JR.",BLANCO,NARCOTICS,WC,D,41862.0,30,1,60,INSTALLED AND USED,60.0,20.0,22.0,1209.0,4.0,28839.0,615.0,10.0,0.0,0.0,0.0,0.0,4.0,,
"LOUISIANA, WESTERN",2014-15,"HICKS, JR.",O'BRIEN,NARCOTICS,WC,D,41863.0,30,1,60,INSTALLED AND USED,60.0,139.0,5003.0,8315.0,413.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-8,
"LOUISIANA, WESTERN",2015-1,DRELL,SUH,NARCOTICS,"WC,TX",D,42068.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-2,DRELL,SUH,NARCOTICS,WC,D,42068.0,30,0,30,INSTALLED AND USED,30.0,18.0,7.0,532.0,242.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2014-8,
"LOUISIANA, WESTERN",2015-3,"HAIK, SR.",BITKOWER,NARCOTICS,WC,D,42122.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-4,"HICKS, JR.",O'BRIEN,NARCOTICS,"WC,TX",D,42123.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-5,"HICKS, JR.",BITKOWER,NARCOTICS,"WC,TX",D,42187.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-6,TRIMBLE,O'BRIEN,NARCOTICS,"WC,TX",D,42195.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-7,"TRIMBLE, JR.",O'BRIEN,NARCOTICS,WC,D,42195.0,30,0,30,INSTALLED AND USED,29.0,86.0,1990.0,2480.0,393.0,21833.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-8,"HAIK, SR.",CALDWELL,NARCOTICS,WC,D,42219.0,30,0,30,INSTALLED AND USED,29.0,18.0,16.0,523.0,505.0,38943.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-9,"HICKS, JR.",SUH,NARCOTICS,"WC,TX",D,42221.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-10,"HICKS, JR.",SUH,NARCOTICS,WC,D,42221.0,30,0,30,INSTALLED AND USED,30.0,14.0,26.0,412.0,30.0,9673.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-11,FOOTE,SUH,NARCOTICS,"WC,TX",D,42237.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-12,FOOTE,SUH,NARCOTICS,WC,D,42237.0,30,0,30,INSTALLED AND USED,30.0,211.0,6.0,6341.0,911.0,37110.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-13,"HAIK, SR.",CALDWELL,NARCOTICS,WC,D,42251.0,30,0,30,INSTALLED AND USED,30.0,57.0,31.0,1714.0,1485.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-8,
"LOUISIANA, WESTERN",2015-14,MINALDI,SUH,NARCOTICS,"WC,TX",D,42269.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-15,DRELL,O'BRIEN,NARCOTICS,"WC,TX",D,42275.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-16,DRELL,O'BRIEN,NARCOTICS,WC,D,42275.0,30,0,30,INSTALLED AND USED,30.0,105.0,42.0,3136.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-7,
"LOUISIANA, WESTERN",2015-17,"HICKS, JR.",O'BRIEN,NARCOTICS,"WC,TX",D,42306.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-18,FOOTE,O'BRIEN,NARCOTICS,"WC,TX",D,42306.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-19,FOOTE,O'BRIEN,NARCOTICS,WC,D,42306.0,30,0,30,INSTALLED AND USED,30.0,49.0,13.0,1480.0,1291.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-12,
"LOUISIANA, WESTERN",2015-20,"HICKS, JR.",O'BRIEN,NARCOTICS,WC,D,42306.0,30,0,30,INSTALLED AND USED,30.0,465.0,33.0,13947.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-7,
MAINE,2012-16,WOODCOCK,BURETTA,NARCOTICS,"WC,TX",D,40928.0,30,1,60,INSTALLED AND USED,46.0,83.0,50.0,3825.0,3060.0,61132.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MAINE,2012-17,WOODCOCK,BROWN,NARCOTICS,"WC,TX",D,40945.0,30,1,60,INSTALLED AND USED,41.0,100.0,50.0,4100.0,3750.0,53622.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MAINE,2012-18,WOODCOCK,BROWN,NARCOTICS,"WC,TX",D,40977.0,30,0,30,INSTALLED AND USED,11.0,64.0,50.0,700.0,595.0,15662.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MAINE,2013-22,SINGAL,O'BRIEN,NARCOTICS,WC,D,41271.0,30,2,90,INSTALLED AND USED,90.0,29.0,160.0,2649.0,1827.0,243537.0,3875.0,11.0,0.0,0.0,1.0,0.0,9.0,,
