Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"LOUISIANA, EASTERN",2017-38,ZAINEY,HULSER,OTHER,WC,D,42964.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-39,ZAINEY,,OTHER,WC,D,42935.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-40,ZAINEY,HULSER,OTHER,WC,D,42901.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-41,FELDMAN,SWARTZ,DRUGS - ILLEGAL,WC,D,42908.0,10.0,1.0,20.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-42,BARBIER,BLANCO,DRUGS - ILLEGAL,"WC,TX,EO",D,42703.0,30.0,1.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-43,LEMON,HULSER,DRUGS - ILLEGAL,"WC,TX",D,42984.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-44,MORGAN,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,42825.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-45,MORGAN,,DRUGS - ILLEGAL,"WC,TX",D,42760.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-46,ENGELHARDT,,OTHER,WC,D,42957.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-47,VANCE,DOWNING,CONSPIRACY,WC,D,42859.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-48,FELDMAN,SWARTZ,DRUGS - ILLEGAL,WC,D,42877.0,10.0,3.0,40.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-49,ENGELHARDT,,DRUGS - ILLEGAL,WC,D,43004.0,20.0,0.0,20.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-50,ENGELHARDT,,OTHER,WC,D,43010.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-51,BARBIER,,DRUGS - ILLEGAL,"WC,TX",D,42937.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-52,VANCE,DOWNING,CONSPIRACY,WC,D,42927.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, MIDDLE",2013-9,BRADY,,NARCOTICS,"WC,TX",D,41452.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,73322.0,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, MIDDLE",2016-16,JACKSON,,NARCOTICS,"WC,TX",D,42390.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,19250.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, MIDDLE",2016-17,BRADY,,NARCOTICS,"WC,TX",D,42431.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,0,0,0,26075.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, MIDDLE",2016-18,JACKSON,,NARCOTICS,"WC,TX",D,42404.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,45970.0,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, MIDDLE",2016-19,JACKSON,,NARCOTICS,WC,D,42566.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,60950.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, MIDDLE",2016-20,JACKSON,,NARCOTICS,WC,D,42662.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,51.0,20,"3,080",300,243936.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-3
"LOUISIANA, MIDDLE",2016-21,JACKSON,,NARCOTICS,WC,D,42691.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,48.0,9,"1,449",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-20,RELATED TO NO. 2015-3
"LOUISIANA, MIDDLE",2017-8,DICK,,NARCOTICS,WC,D,42711.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-20,RELATED TO NO. 2015-3
"LOUISIANA, MIDDLE",2017-9,BRADY,,NARCOTICS,"WC,TX",D,42836.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,47.0,14,"1,413",346,25502.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-10
"LOUISIANA, MIDDLE",2017-10,JACKSON,,NARCOTICS,"WC,TX",D,42866.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,23.0,14,"1,413",346,52285.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, MIDDLE",2017-11,JACKSON,,NARCOTICS,WC,D,42908.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,111.0,41,"6,711",1,61006.0,1214.0,4.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2015-59,HAIK,,NARCOTICS,"WC,TX",D,42220.0,30.0,1.0,60.0,INSTALLED AND USED,48.0,111.0,136,"5,346",665,60866.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-33
"LOUISIANA, WESTERN",2016-43,HICKS JR,,NARCOTICS,WC,D,42564.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,68.0,27,"1,919",1,44205.0,1500.0,11.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2016-44,"HICKS, JR.",,NARCOTICS,"WC,TX",D,42585.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,8.0,6,254,152,14735.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-45
"LOUISIANA, WESTERN",2016-45,FOOTE,,NARCOTICS,"WC,TX",D,42607.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,26.0,6,376,127,17135.0,625.0,5.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2016-46,"TRIMBLE, JR.",,NARCOTICS,WC,D,42608.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,25.0,10,754,72,37885.0,625.0,2.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2016-47,DRELL,,NARCOTICS,WC,D,42655.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,21.0,11,630,0,40462.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-21
"LOUISIANA, WESTERN",2016-48,"TRIMBLE, JR.",,NARCOTICS,"WC,TX",D,42656.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,63.0,68,"1,915",38,15695.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2016-49,DRELL,,NARCOTICS,WC,D,42639.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,56.0,40,"3,405",1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-20,RELATED TO NO. 2015-7
"LOUISIANA, WESTERN",2016-50,DRELL,,NARCOTICS,WC,D,42705.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,28.0,29,840,0,41670.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-21
"LOUISIANA, WESTERN",2017-10,"TRIMBLE, JR.",,NARCOTICS,"WC,TX",D,42713.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,23.0,79,710,51,38560.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2017-11,DRELL,,NARCOTICS,WC,D,42831.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,93.0,32,"2,804",1,67722.0,3000.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2017-12,DRELL,,NARCOTICS,"WC,OO",D,42858.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,53.0,55,"1,607",0,41423.0,1500.0,11.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2017-13,DRELL,,NARCOTICS,WC,D,42878.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,55.0,35,"1,676",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
"LOUISIANA, WESTERN",2017-14,DRELL,,NARCOTICS,WC,D,42878.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,25.0,17,776,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
"LOUISIANA, WESTERN",2017-15,DRELL,,NARCOTICS,WC,D,42888.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,44.0,29,"1,340",1,43117.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-12
"LOUISIANA, WESTERN",2017-16,DRELL,,NARCOTICS,"WC,TX",D,42853.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,208.0,283,"12,482",278,101413.0,5900.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"LOUISIANA, WESTERN",2017-17,DOHERTY,,NARCOTICS,WC,D,42970.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,19.0,23,588,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
"LOUISIANA, WESTERN",2017-18,WALTER,,NARCOTICS,"WC,WS",D,43032.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,14,149,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
"LOUISIANA, WESTERN",2017-19,MILLER,DOWNING,CONSPIRACY,"WC,TX",D,42968.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, WESTERN",2017-20,HARMON,DOWNING,CONSPIRACY,"WC,TX",D,42872.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, WESTERN",2017-21,BENNETT,HULSER,CONSPIRACY,WC,D,43013.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, WESTERN",2017-22,LAKE,BLANCO,OTHER,"WC,TX",D,42835.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, WESTERN",2017-23,"HICKS, JR.",HULSER,CONSPIRACY,"WC,TX",D,43006.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MAINE,2017-1,LEVY,,$LAUNDERING,WS,H,42808.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,27.0,28,821,192,34309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-2
MAINE,2017-2,LEVY,,$LAUNDERING,WC,D,42797.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,41.0,107,"2,480",379,74987.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MAINE,2017-3,LEVY,,GAMBLING,WS,H,42808.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MAINE,2017-4,SINGAL,,DRUGS - ILLEGAL,"WC,TX",D,42885.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2010-36,CHASANOW,,NARCOTICS,WC,D,40499.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,6,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-37,RELATED TO NO. 2010-37
MARYLAND,2010-37,CHASANOW,,NARCOTICS,WC,D,40472.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,17.0,208,"1,060","1,060",43263.0,3270.0,23.0,1.0,0.0,0.0,0.0,23.0,,
MARYLAND,2011-42,CHASANOW,,NARCOTICS,WC,D,40605.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,18.0,109,550,550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-37,RELATED TO NO. 2010-37
MARYLAND,2011-43,CHASANOW,,NARCOTICS,WC,D,40655.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,17,218,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-37,RELATED TO NO. 2010-37
MARYLAND,2013-55,WILLIAMS,,NARCOTICS,WC,D,41312.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,0.0,0,0,0,28718.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2013-56,CHASANOW,,NARCOTICS,"WC,TX",D,41313.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,0,0,0,36601.0,1825.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2013-57,GRIMM,,NARCOTICS,"WC,TX",D,41319.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,42428.0,5168.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-58
MARYLAND,2013-58,GRIMM,,NARCOTICS,WC,D,41341.0,30.0,1.0,60.0,INSTALLED AND USED,46.0,0.0,0,0,0,59711.0,2375.0,9.0,0.0,0.0,1.0,0.0,9.0,,
MARYLAND,2013-59,CHASANOW,,NARCOTICS,"WC,TX",D,41348.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,57107.0,5503.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2014-130,BREDAR,,NARCOTICS,WC,D,41744.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,18,316,316,34065.0,1735.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2014-131,GRIMM,,NARCOTICS,WC,D,41649.0,30.0,4.0,150.0,INSTALLED AND USED,150.0,18.0,292,"2,722","2,495",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-50,RELATED TO NO. 2013-50
MARYLAND,2014-132,BENNETT,,BRIBERY,WC,D,41915.0,30.0,1.0,60.0,INSTALLED AND USED,56.0,58.0,166,"3,285",379,90898.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2016-115,HAZEL,,NARCOTICS,"WC,TX",D,42416.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,64.0,47,969,7,20230.0,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2016-116,MESSITTE,,NARCOTICS,"WC,TX",D,42436.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,27516.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-117
MARYLAND,2016-117,MESSITTE,,NARCOTICS,"WC,TX",D,42404.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,54482.0,2950.0,12.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2016-118,BENNETT,,NARCOTICS,"WC,TX",D,42451.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,56.0,78,"1,651",361,38860.0,1600.0,7.0,0.0,0.0,0.0,1.0,0.0,,
MARYLAND,2016-119,BENNETT,,NARCOTICS,"WC,TX",D,42436.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,137.0,213,"8,116","3,776",79575.0,5055.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-118
MARYLAND,2016-120,TITUS,,NARCOTICS,WC,D,42480.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,123.0,137,"3,690","2,380",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-79,RELATED TO NO. 2016-79
MARYLAND,2016-121,MESSITTE,,NARCOTICS,"WC,TX",D,42486.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,18448.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-117
MARYLAND,2016-122,MESSITTE,,NARCOTICS,"WC,TX",D,42503.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,38960.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-117
MARYLAND,2016-123,GRIMM,,NARCOTICS,"WC,TX",D,42479.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,31.0,223,"1,898","1,286",60000.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-125
MARYLAND,2016-124,BLAKE,,NARCOTICS,"WC,TX",D,42551.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,9.0,58,296,1,40732.0,3400.0,2.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2016-125,GRIMM,,NARCOTICS,"WC,TX",D,42447.0,30.0,4.0,150.0,INSTALLED AND USED,150.0,0.0,0,0,0,204751.0,10600.0,14.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2016-126,GRIMM,,NARCOTICS,WC,D,42592.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,458.0,62,"13,758","1,118",50813.0,4660.0,1.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2016-127,MOTZ,,NARCOTICS,"WC,TX",D,42612.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,53.0,73,"1,610",34,38960.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2016-128,MOTZ,,NARCOTICS,WC,D,42572.0,30.0,1.0,60.0,INSTALLED AND USED,30.0,0.0,0,0,0,38550.0,1290.0,6.0,0.0,0.0,0.0,0.0,6.0,,
MARYLAND,2016-129,TITUS,,NARCOTICS,"WC,TX",D,42625.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,23.0,15,700,390,39760.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2016-130,BENNETT,,NARCOTICS,"WC,TX",D,42668.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,33.0,26,990,656,39760.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2016-131,MESSITTE,,NARCOTICS,"WC,WS",D,42688.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,13.0,11,390,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-77,RELATED TO NO. 2016-77
MARYLAND,2016-132,BENNETT,,NARCOTICS,"WC,TX",D,42689.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,37.0,15,"1,120",833,39760.0,2500.0,9.0,0.0,0.0,0.0,0.0,5.0,,
MARYLAND,2016-154,TITUS,O'BRIEN,CONSPIRACY,"WC,TX",D,42542.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-156,TITUS,O'BRIEN,CONSPIRACY,"WC,TX",D,42480.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-157,TITUS,O'BRIEN,CONSPIRACY,"WC,TX",D,42480.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-159,BENNETT,BLANCO,CONSPIRACY,"WC,TX",D,42669.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-160,TITUS,DOWNING,CONSPIRACY,"WC,TX",D,42643.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-161,TITUS,DOWNING,CONSPIRACY,"WC,TX",D,42629.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-163,TITUS,O'BRIEN,CONSPIRACY,"WC,TX",D,42542.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-164,BENNETT,SUH,CONSPIRACY,"WC,TX",D,42691.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-165,TITUS,O'BRIEN,CONSPIRACY,"WC,TX",D,42592.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-31,MOTZ,,NARCOTICS,"WC,TX",D,42626.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,35.0,53,"3,150","2,670",75256.0,7880.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-35
MARYLAND,2017-32,MOTZ,,NARCOTICS,"WC,TX",D,42678.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,81.0,190,"4,877","1,997",47544.0,3640.0,4.0,0.0,0.0,0.0,0.0,4.0,,
MARYLAND,2017-33,TITUS,,NARCOTICS,WC,D,42726.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,108.0,86,"3,246",960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-79,RELATED TO NO. 2016-79
MARYLAND,2017-34,GRIMM,,NARCOTICS,WC,D,42632.0,30.0,3.0,120.0,INSTALLED AND USED,119.0,63.0,41,"7,579",831,100841.0,8645.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-126
MARYLAND,2017-35,MOTZ,,NARCOTICS,"WC,TX",D,42706.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,93.0,243,"5,446","2,552",48661.0,3960.0,16.0,0.0,0.0,4.0,0.0,0.0,,
MARYLAND,2017-36,BLAKE,,NARCOTICS,"WC,TX",D,42774.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,22.0,21,342,211,15400.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2017-37,MOTZ,,NARCOTICS,WC,D,42779.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,1.0,6,22,4,11623.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2017-38,BREDAR,,NARCOTICS,WC,R,42703.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,19.0,36,"1,756","1,503",217214.0,5415.0,5.0,0.0,0.0,0.0,0.0,1.0,,
MARYLAND,2017-39,BLAKE,,NARCOTICS,"WC,TX",D,42797.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,58.0,53,"1,757",420,39253.0,3450.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2017-40,BLAKE,,NARCOTICS,"WC,TX",D,42746.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,174.0,241,"15,722","4,202",199980.0,5100.0,8.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2017-41,BLAKE,,NARCOTICS,"WC,TX",D,42828.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,13.0,22,402,381,16623.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2017-42,CHUANG,,NARCOTICS,"WC,TX",D,42829.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,90.0,20,"2,700","2,000",37910.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2017-43,MOTZ,,NARCOTICS,"WC,TX",D,42838.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,0.0,0,0,0,28024.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2017-44,HOLLANDER,,NARCOTICS,WC,D,42725.0,30.0,4.0,150.0,INSTALLED AND USED,150.0,155.0,224,"23,294","19,082",488408.0,18428.0,10.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2017-45,BLAKE,,NARCOTICS,"WC,TX",D,42865.0,30.0,0.0,30.0,INSTALLED AND USED,27.0,33.0,77,892,343,43173.0,3450.0,11.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND,2017-46,BREDAR,,NARCOTICS,WC,R,42851.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,26.0,81,"3,224","2,244",469475.0,5871.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-38
MARYLAND,2017-49,TITUS,O'BRIEN,CONSPIRACY,"WC,TX",D,42726.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-50,CHUANG,,CONSPIRACY,"WC,TX",D,42865.0,30.0,1.0,40.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-51,CHUANG,,CONSPIRACY,"WC,TX",D,42830.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-53,MESSITTE,,CONSPIRACY,"WC,TX",D,43000.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-56,MESSITTE,~NA,CONSPIRACY,"WC,TX",D,43052.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-60,BENNETT,DOWNING,CONSPIRACY,"WC,TX",D,42672.0,30.0,4.0,150.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-64,GRIMM,DOWNING,CONSPIRACY,"WC,TX",D,42727.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-65,MOTZ,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,42628.0,30.0,6.0,192.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-66,BOWEN,,MURDER,"WC,TX",D,42835.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-67,BOWEN,,MURDER,"WC,TX",D,42835.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-68,BENNETT,SWARTZ,DRUGS - ILLEGAL,"WC,TX",D,42923.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2012-63,O'TOOLE,,NARCOTICS,"WC,TX",D,41004.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,37807.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MASSACHUSETTS,2015-153,SOROKIN,,NARCOTICS,"WC,TX",D,42122.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,34.0,96,"4,092","1,176",107480.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-134
