State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-2,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42389.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,98.0,26,"2,849",260,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-3,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42401.0,30.0,0.0,30.0,INSTALLED AND USED,16.0,21.0,73,351,288,,0.0,,,,,,,RELATED TO NO. 2016-17,RELATED TO NO. 2016-17
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-4,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42404.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,35.0,73,921,866,,0.0,,,,,,,RELATED TO NO. 2016-1,RELATED TO NO. 2016-1
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-5,BIBEN,CLARK,NARCOTICS,WC,D,42388.0,30.0,1.0,60.0,INSTALLED AND USED,45.0,3.0,20,136,65,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-6,BIBEN,"VANCE, JR.",NARCOTICS,,O,42405.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,36.0,31,"1,069",370,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-7,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42405.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,11.0,100,336,127,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-8,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42390.0,30.0,1.0,60.0,INSTALLED AND USED,43.0,129.0,140,"5,560",227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-9,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42419.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,23.0,18,352,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-10,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42390.0,30.0,1.0,90.0,INSTALLED AND USED,30.0,358.0,333,"10,750","2,168",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-11,BIBEN,CLARK,NARCOTICS,WC,D,42416.0,30.0,1.0,60.0,INSTALLED AND USED,33.0,55.0,64,"1,839","1,751",0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-12,BIBEN,CLARK,NARCOTICS,WC,D,42438.0,30.0,0.0,30.0,INSTALLED AND USED,10.0,15.0,38,152,104,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-13,BIBEN,CLARK,NARCOTICS,WC,D,42438.0,30.0,0.0,30.0,INSTALLED AND USED,10.0,18.0,64,185,133,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-14,BIBEN,CLARK,NARCOTICS,WC,D,42438.0,30.0,0.0,30.0,INSTALLED AND USED,10.0,0.0,0,0,0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-15,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42423.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,47.0,65,"1,430",143,57456.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-16,WITTNER,AGNIFILO,NARCOTICS,WC,D,42425.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,40.0,155,"1,167",275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-17,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42401.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,22.0,152,"1,312",434,77529.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-18,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42460.0,30.0,0.0,30.0,INSTALLED AND USED,8.0,0.0,0,0,0,,0.0,,,,,,,RELATED TO NO. 2016-17,RELATED TO NO. 2016-17
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-19,SONBERG,CLARK,NARCOTICS,WC,D,42453.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,3.0,8,51,49,20052.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-20,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42445.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,5.0,51,159,104,49910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-21,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42437.0,30.0,1.0,90.0,INSTALLED AND USED,11.0,1.0,5,21,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-22,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42445.0,30.0,0.0,30.0,INSTALLED AND USED,32.0,10.0,64,320,115,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-23,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42451.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,30.0,12,894,382,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-24,BIBEN,AGNIFILO,NARCOTICS,WC,D,42425.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,128.0,67,"7,589",793,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-25,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42451.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,7,123,6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-26,SONBERG,CLARK,NARCOTICS,WC,D,42453.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,28.0,54,826,357,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-27,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42429.0,30.0,1.0,60.0,INSTALLED AND USED,52.0,22.0,162,"1,153",880,,0.0,,,,,,,RELATED TO NO. 2016-17,RELATED TO NO. 2016-17
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-28,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42460.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,9,26,18,124377.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-29,WITTNER,"VANCE, JR.",NARCOTICS,WC,D,42396.0,30.0,3.0,150.0,INSTALLED AND USED,60.0,44.0,306,"2,642",730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-30,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42487.0,30.0,1.0,60.0,INSTALLED AND USED,39.0,20.0,140,780,294,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-31,SONBERG,"VANCE, JR.",NARCOTICS,,O,42460.0,30.0,2.0,120.0,INSTALLED AND USED,39.0,2.0,7,106,104,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-32,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42516.0,30.0,0.0,30.0,INSTALLED AND USED,11.0,19.0,61,215,87,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-33,BIBEN,AGNIFILO,NARCOTICS,WC,D,42508.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,130.0,191,"3,915",395,65623.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-34,SONBERG,"VANCE, JR.",NARCOTICS,,O,42460.0,30.0,2.0,90.0,INSTALLED AND USED,80.0,7.0,11,603,310,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-35,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42516.0,30.0,0.0,60.0,INSTALLED AND USED,5.0,658.0,283,"3,293",496,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-36,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42551.0,30.0,0.0,30.0,INSTALLED AND USED,6.0,4.0,10,28,0,,0.0,,,,,,,RELATED TO NO. 2016-33,RELATED TO NO. 2016-33
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-37,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42502.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,11.0,15,319,263,286511.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-38,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42556.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,0.0,1,1,1,2420.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-39,SONBERG,THOMPSON,NARCOTICS,WC,D,42549.0,30.0,0.0,60.0,INSTALLED AND USED,24.0,70.0,144,"1,684",33,,0.0,,,,,,,RELATED TO NO. 2016-95,RELATED TO NO. 2016-95
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-40,SONBERG,THOMPSON,NARCOTICS,WC,D,42549.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,15,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-95,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-41,SONBERG,THOMPSON,NARCOTICS,WC,D,42549.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,12.0,47,376,38,,0.0,,,,,,,RELATED TO NO. 2016-95,RELATED TO NO. 2016-95
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-42,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42559.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,3.0,44,73,37,,0.0,,,,,,,RELATED TO NO. 2016-33,RELATED TO NO. 2016-33
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-43,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42573.0,30.0,0.0,30.0,INSTALLED AND USED,8.0,27.0,20,220,22,,0.0,,,,,,,RELATED TO NO. 2016-38,RELATED TO NO. 2016-38
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-44,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42556.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,20.0,32,608,203,,0.0,,,,,,,RELATED TO NO. 2016-37,RELATED TO NO. 2016-37
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-45,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42528.0,30.0,1.0,60.0,INSTALLED AND USED,32.0,177.0,29,"5,695","1,142",,0.0,,,,,,,RELATED TO NO. 2016-37,RELATED TO NO. 2016-37
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-46,BIBEN,DAWSON,NARCOTICS,WC,D,42564.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,9.0,13,260,231,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-47,BIBEN,THOMPSON,NARCOTICS,WC,D,42537.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,6.0,3,366,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-48,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42572.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,29.0,127,621,343,,0.0,,,,,,,RELATED TO NO. 2016-33,RELATED TO NO. 2016-33
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-49,BIBEN,GONZALEZ,NARCOTICS,WC,D,42508.0,30.0,2.0,90.0,INSTALLED AND USED,89.0,341.0,6,"30,391",375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-50,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42502.0,30.0,3.0,120.0,INSTALLED AND USED,137.0,9.0,29,"1,358","1,038",,0.0,,,,,,,RELATED TO NO. 2016-37,RELATED TO NO. 2016-37
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-51,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42586.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,3.0,10,69,45,,0.0,,,,,,,RELATED TO NO. 2016-37,RELATED TO NO. 2016-37
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-52,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42528.0,30.0,2.0,90.0,INSTALLED AND USED,68.0,4.0,15,319,263,,0.0,,,,,,,RELATED TO NO. 2016-37,RELATED TO NO. 2016-37
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-53,SONBERG,AGNIFILO,NARCOTICS,WC,D,42580.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,2,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-54,SONBERG,THOMPSON,NARCOTICS,WC,D,42549.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,41.0,99,"2,492",328,,0.0,,,,,,,RELATED TO NO. 2016-95,RELATED TO NO. 2016-95
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-55,SONBERG,GONZALEZ,NARCOTICS,WC,D,42578.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,17,193,66,,0.0,,,,,,,RELATED TO NO. 2016-95,RELATED TO NO. 2016-95
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-56,SONBERG,THOMPSON,NARCOTICS,WC,D,42549.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,11.0,33,716,238,,0.0,,,,,,,RELATED TO NO. 2016-95,RELATED TO NO. 2016-95
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-57,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42528.0,30.0,3.0,120.0,INSTALLED AND USED,109.0,67.0,"1,063","7,408",49,,0.0,,,,,,,RELATED TO NO. 2016-37,RELATED TO NO. 2016-37
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-58,BIBEN,DAWSON,NARCOTICS,WC,D,42536.0,30.0,3.0,120.0,INSTALLED AND USED,92.0,8.0,62,772,738,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-59,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42592.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,43.0,102,"1,319",362,29384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-60,SONBERG,CLARK,NARCOTICS,WC,D,42593.0,30.0,1.0,60.0,INSTALLED AND USED,30.0,8.0,15,262,234,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-61,SONBERG,"FRAZER, JR.",NARCOTICS,WC,D,42594.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,27.0,2,799,303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-62,BIBEN,THOMPSON,NARCOTICS,WC,D,42567.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,132.0,3,"7,689","4,240",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-63,BIBEN,CLARK,NARCOTICS,WC,D,42612.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,21.0,395,432,21,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-64,BIBEN,GONZALEZ,NARCOTICS,WC,D,42607.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,41.0,74,"1,157",131,620.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-65,BIBEN,"VANCE, JR.",NARCOTICS,,O,42607.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,12.0,61,362,362,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-67,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-66,BIBEN,AGNIFILO,NARCOTICS,WC,D,42607.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,7.0,29,228,75,,0.0,,,,,,,RELATED TO NO. 2016-78,RELATED TO NO. 2016-78
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-67,BIBEN,AGNIFILO,NARCOTICS,,O,42607.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,62.0,236,"1,888","1,888",54061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-68,BIBEN,CLARK,NARCOTICS,WC,D,42641.0,30.0,0.0,30.0,INSTALLED AND USED,2.0,0.0,0,0,0,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-69,BIBEN,CLARK,NARCOTICS,WC,D,42641.0,30.0,0.0,30.0,INSTALLED AND USED,8.0,6.0,19,54,45,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-70,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42592.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,98.0,274,"5,811",350,78763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-71,BIBEN,MICHAEL E. MCMAHON,NARCOTICS,WC,D,42604.0,30.0,1.0,60.0,INSTALLED AND USED,30.0,499.0,717,"14,995","1,097",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-72,BIBEN,AGNIFILO,NARCOTICS,WC,D,42607.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,13.0,62,755,683,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-73,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42636.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,3,11,6,,0.0,,,,,,,RELATED TO NO. 2016-78,RELATED TO NO. 2016-78
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-74,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42636.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,0,0,0,,0.0,,,,,,,RELATED TO NO. 2016-78,RELATED TO NO. 2016-78
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-75,SONBERG,AGNIFILO,NARCOTICS,WC,D,42580.0,30.0,2.0,90.0,INSTALLED AND USED,88.0,24.0,241,"2,127","1,327",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-76,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42636.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,4.0,25,117,109,,0.0,,,,,,,RELATED TO NO. 2016-78,RELATED TO NO. 2016-78
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-77,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42636.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,8.0,29,225,137,,0.0,,,,,,,RELATED TO NO. 2016-78,RELATED TO NO. 2016-78
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-78,BIBEN,AGNIFILO,NARCOTICS,WC,D,42607.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,24.0,43,"1,425",593,90674.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-79,BIBEN,AGNIFILO,NARCOTICS,WC,D,42607.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,8.0,150,530,221,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-67,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-80,SONBERG,GONZALEZ,NARCOTICS,WC,D,42636.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,43.0,90,"1,263",354,,0.0,,,,,,,RELATED TO NO. 2016-95,RELATED TO NO. 2016-95
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-81,BIBEN,CLARK,NARCOTICS,WC,D,42656.0,30.0,0.0,30.0,INSTALLED AND USED,16.0,0.0,0,0,0,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-82,BIBEN,CLARK,NARCOTICS,WC,D,42656.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,0.0,0,0,0,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-83,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42647.0,30.0,0.0,60.0,INSTALLED AND USED,29.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-84,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42648.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-85,BIBEN,CLARK,NARCOTICS,WC,D,42671.0,30.0,0.0,30.0,INSTALLED AND USED,13.0,0.0,0,0,0,,0.0,,,,,,,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-86,BIBEN,GONZALEZ,NARCOTICS,WC,D,42654.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,23.0,62,690,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-87,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42663.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,3.0,16,73,66,,0.0,,,,,,,RELATED TO NO. 2016-78,RELATED TO NO. 2016-78
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-88,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42663.0,30.0,0.0,30.0,INSTALLED AND USED,22.0,2.0,5,44,44,,0.0,,,,,,,RELATED TO NO. 2016-78,RELATED TO NO. 2016-78
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-89,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42664.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,5,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-90,BIBEN,AGNIFILO,NARCOTICS,WC,D,42662.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2.0,28,83,52,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-67,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-91,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42635.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,16.0,141,915,509,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-92,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42635.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,13.0,119,752,403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-93,SONBERG,"VANCE, JR.",NARCOTICS,WC,D,42664.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-94,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42663.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,3,14,10,,0.0,,,,,,,RELATED TO NO. 2016-78,RELATED TO NO. 2016-78
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-95,SONBERG,THOMPSON,NARCOTICS,WC,D,42549.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,47.0,300,"5,654",0,64111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-96,BIBEN,GONZALEZ,NARCOTICS,WC,D,42607.0,30.0,2.0,120.0,INSTALLED AND USED,59.0,221.0,722,"13,046","11,420",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-97,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42681.0,30.0,0.0,30.0,INSTALLED AND USED,16.0,39.0,38,637,596,,0.0,,,,,,,RELATED TO NO. 2016-78,RELATED TO NO. 2016-78
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-98,BIBEN,CLARK,NARCOTICS,WC,D,42508.0,30.0,7.0,240.0,INSTALLED AND USED,180.0,21.0,270,"3,873","1,303",276297.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-99,BIBEN,AGNIFILO,NARCOTICS,WC,D,42677.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,3.0,11,113,95,4122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,NYC SPECIAL NARCOTICS BUREAU,2016-100,BIBEN,"VANCE, JR.",NARCOTICS,WC,D,42681.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,6.0,16,180,111,,0.0,,,,,,,RELATED TO NO. 2016-78,RELATED TO NO. 2016-78
